Name,Birth,Death,Covid,Created
Alan K. Adlington,1925-01-30,2017-09-30,False,2015-06-24
Adnan Abu Amjad,1977-07-01,2017-08-29,False,2017-09-06
Dave Adolph,1937-06-06,2017-02-12,False,2010-05-06
Jerry Adriani,1947-01-29,2017-04-23,False,2017-04-23
E. Theo Agard,1932-08-15,2017-12-31,False,2013-10-02
Merv Agars,1925-06-12,2017-08-08,False,2017-02-17
Ramdas Agarwal,1937-03-17,2017-01-26,False,2007-07-23
Ramesh Chandra Agarwal,1944-11-30,2017-04-12,False,2006-08-31
Yvonne Agazarian,1929-02-17,2017-10-09,False,2007-08-30
Ibra Agbo,1987-02-01,2017-07-01,False,2011-08-30
William Agee,1938-01-05,2017-12-20,False,2006-01-19
Morten Ågheim,1980-07-20,2017-06-08,False,2019-08-19
Dritëro Agolli,1931-10-13,2017-02-03,False,2005-02-08
Juan Ramón Aguirre Lanari,1920-08-20,2017-12-12,False,2018-01-06
Gilberto Agustoni,1922-07-26,2017-01-13,False,2005-04-06
Herbert H. Ágústsson,1926-08-08,2017-06-20,False,2008-01-20
E. Ahamed,1938-04-29,2017-02-01,False,2006-03-08
Coriún Aharonián,1940-08-04,2017-10-08,False,2015-08-10
Jack Ahearn,1924-10-08,2017-04-10,False,2008-01-14
Shahnon Ahmad,1933-01-13,2017-12-26,False,2007-10-26
Taher Ahmadzadeh,1921-07-01,2017-11-30,False,2017-12-01
Ahmed Mansi,1978-10-04,2017-07-07,False,2020-05-02
Ali Ahmed (actor),1971-10-01,2017-03-13,False,2018-11-30
Mizu Ahmed,1953-11-17,2017-03-27,False,2016-11-18
Nigar Ahmed,1945-02-16,2017-02-24,False,2017-08-10
Sultan Ahmed (politician),1953-06-06,2017-09-04,False,2009-06-24
Ziauddin Ahmed (Bangladesh),1950-07-01,2017-07-28,False,2017-12-07
Gordon Aikman,1985-04-02,2017-02-02,False,2015-01-13
Roger Ailes,1940-05-15,2017-05-18,False,2002-11-19
Faqir Aizazuddin,1935-08-17,2017-05-08,False,2013-12-04
Rana al-Ajili,1979-07-01,2017-11-16,False,2017-11-18
Akiko Akazome,1974-10-31,2017-09-18,False,2018-07-06
Halit Akçatepe,1938-01-01,2017-03-31,False,2010-01-11
Mohammed Mahdi Akef,1928-07-12,2017-09-22,False,2005-10-29
Mustafa Akgül,1948-05-10,2017-12-13,False,2013-02-17
Lucky Akhand,1956-06-18,2017-04-21,False,2015-08-04
Hiag Akmakjian,1926-07-17,2017-01-10,False,2016-07-09
Khawaja Akmal,1948-04-02,2017-11-26,False,2017-11-26
Ajtony Ákos,1944-07-21,2017-02-12,False,2019-11-17
Mehmet Aksoy (filmmaker),1985-02-27,2017-09-26,False,2017-09-27
Türkân Akyol,1928-10-12,2017-09-07,False,2012-05-09
Nawar al-Awlaki,2009-07-01,2017-01-29,False,2019-07-13
Abu Muhammad al-Shimali,1979-11-20,2017-09-08,False,2016-07-07
Armenak Alachachian,1930-12-25,2017-12-04,False,2009-04-29
Adewale Aladesanmi,1938-08-04,2017-01-21,False,2018-08-27
Aristeidis Alafouzos,1924-03-09,2017-05-17,False,2015-12-11
Azzedine Alaïa,1935-02-26,2017-11-18,False,2006-05-08
Pertti Alaja,1952-02-18,2017-08-18,False,2012-07-31
Mansoor Alam,1944-04-14,2017-10-16,False,2018-06-28
Pierre Albertini (judoka),1942-01-04,2017-01-27,False,2018-05-10
Lola Albright,1924-07-20,2017-03-23,False,2005-04-17
Ray Albright,1934-02-28,2017-07-31,False,2017-08-02
Vic Albury,1947-05-12,2017-04-18,False,2007-07-09
Brian Aldiss,1925-08-18,2017-08-19,False,2001-11-04
Alan Aldridge,1938-07-08,2017-02-17,False,2004-10-25
Inga Ålenius,1938-05-15,2017-04-23,False,2012-03-31
Aldona Aleškevičienė-Statulevičienė,1936-07-01,2017-02-24,False,2019-02-10
Gustavo Alessandri Valdés,1929-04-30,2017-07-18,False,2017-07-18
Alessandro Alessandroni,1925-03-18,2017-03-26,False,2005-06-07
David Alexander (Royal Marines officer),1926-11-28,2017-01-05,False,2006-01-21
Helen Alexander (businesswoman),1957-02-10,2017-08-05,False,2015-06-13
Peter Alfond,1952-05-17,2017-07-10,False,2016-05-07
Hans Alfredson,1931-06-28,2017-09-10,False,2004-04-03
"Infanta Alicia, Duchess of Calabria",1917-11-13,2017-03-28,False,2008-07-11
Natig Aliyev,1947-11-23,2017-06-09,False,2007-05-20
Jalal Allakhverdiyev,1929-09-17,2017-01-19,False,2016-05-17
Margaret Allan (romance author),1922-07-01,2017-06-27,False,2018-04-27
Edward Allcard,1914-10-31,2017-07-28,False,2014-07-25
Bridget Allchin,1927-02-10,2017-06-27,False,2008-03-28
Suzanne Allday,1934-11-26,2017-07-26,False,2008-11-29
Dick Allen (poet),1939-08-08,2017-12-26,False,2006-12-10
Fergus Allen,1921-07-01,2017-07-22,False,2011-09-01
Geri Allen,1957-06-12,2017-06-27,False,2005-09-28
R. Lee Allen,1927-05-22,2017-11-08,False,2014-10-14
Sadie Allen,1930-07-01,2017-01-07,False,2020-05-25
Edward Allington,1951-06-24,2017-09-21,False,2007-03-30
Gregg Allman,1947-12-08,2017-05-27,False,2004-03-04
Anthony Allom,1938-10-21,2017-09-26,False,2008-08-08
Francis Allotey,1932-08-09,2017-11-02,False,2010-12-28
Carolyn Allport,1950-07-01,2017-01-16,False,2017-01-29
Tommy Allsup,1931-11-24,2017-01-11,False,2005-05-29
Robert Allworth,1943-03-10,2017-02-26,False,2018-03-07
István Almási,1944-07-12,2017-11-20,False,2017-11-21
Kazys Almenas,1935-04-11,2017-10-07,False,2006-07-07
Ingrid Almqvist,1927-10-10,2017-11-09,False,2015-08-06
Pentti Alonen,1925-07-01,2017-11-28,False,2016-05-09
José Antonio Alonso,1960-03-28,2017-02-02,False,2004-12-14
Chinggoy Alonzo,1950-07-22,2017-10-15,False,2013-02-12
María Julia Alsogaray,1942-10-08,2017-09-24,False,2006-10-30
Robert Alt,1927-01-02,2017-12-04,False,2007-07-30
Tom Alter,1950-06-22,2017-09-29,False,2006-02-03
Bob Altman,1931-07-01,2017-03-10,False,2014-08-15
Ruth Sharp Altshuler,1924-07-01,2017-12-08,False,2017-12-30
Bartolo Alvarez,1914-11-09,2017-03-24,False,2014-09-18
Eloísa Álvarez,1956-07-08,2017-09-05,False,2017-09-09
Cecilia Alvear,1939-11-05,2017-04-21,False,2006-05-22
Vida Alves,1928-04-15,2017-01-03,False,2017-03-05
Domingo Alzugaray,1932-11-22,2017-07-24,False,2017-07-27
Rubén Amaro Sr.,1936-01-06,2017-03-31,False,2006-06-15
Tom Amberry,1922-11-13,2017-03-18,False,2007-03-07
Ernest Ambler,1923-11-20,2017-02-17,False,2016-12-21
James R. Ambrose,1922-08-16,2017-01-16,False,2010-03-05
Sharon Ambrose,1939-07-01,2017-04-03,False,2005-09-07
August Ames,1994-08-23,2017-12-05,False,2017-12-07
M. M. Ruhul Amin,1942-12-23,2017-01-17,False,2016-08-28
Nazem Amine,1927-05-29,2017-07-16,False,2019-03-22
Samuel Amirtham,1932-08-19,2017-09-26,False,2014-08-26
Lukas Ammann,1912-09-29,2017-05-03,False,2014-02-02
Kishori Amonkar,1932-04-10,2017-04-03,False,2004-02-03
Américo Amorim,1934-07-21,2017-07-13,False,2008-03-09
Bruno Amoroso,1936-12-11,2017-01-20,False,2008-12-27
Jill Amos,1927-08-26,2017-04-19,False,2017-04-23
Danièle Djamila Amrane-Minne,1939-08-13,2017-02-11,False,2008-02-10
Hoshang Amroliwala,1931-08-12,2017-12-29,False,2018-04-10
Georges Amsel,1933-05-07,2017-03-11,False,2014-03-21
María Amuchástegui,1953-01-16,2017-07-19,False,2017-07-20
Tom Amundsen,1943-02-04,2017-09-03,False,2013-10-03
Teresa Amy,1950-10-15,2017-01-30,False,2019-07-10
Vasilena Amzina,1942-06-29,2017-12-19,False,2017-10-20
Loula Anagnostaki,1928-12-13,2017-10-08,False,2015-03-08
Adarsh Sein Anand,1936-11-01,2017-12-01,False,2005-01-01
Wim Anderiesen Jr.,1931-09-02,2017-01-27,False,2017-01-28
"Bill Anderson (American football, born 1936)",1936-07-13,2017-04-18,False,2006-02-26
Ezzrett Anderson,1920-02-10,2017-03-08,False,2009-06-08
John B. Anderson,1922-02-15,2017-12-03,False,2002-03-08
Mary (Gaiser) Anderson,1909-12-07,2017-03-27,False,2020-03-02
Pamela Sue Anderson,1955-04-16,2017-03-12,False,2006-08-12
Richard Anderson,1926-08-08,2017-08-31,False,2006-02-04
T. R. Andhyarujina,1933-11-17,2017-03-28,False,2008-11-05
García de Andoin,1933-05-22,2017-02-04,False,2015-03-15
Fred André,1941-05-31,2017-01-24,False,2017-01-25
John Andreason,1929-04-20,2017-10-16,False,2009-02-14
Piotr Andrejew,1947-10-27,2017-06-12,False,2006-07-12
Auriel Andrew,1947-07-01,2017-01-02,False,2008-10-11
Cecil Andrus,1931-08-25,2017-08-24,False,2004-01-02
Nikolay Andrushchenko,1943-09-10,2017-04-19,False,2017-10-19
Lucyna Andrysiak,1955-01-02,2017-12-06,False,2009-03-31
Ângelo Angelin,1935-01-21,2017-07-03,False,2017-07-24
Bonnie Angelo,1924-01-29,2017-09-17,False,2017-09-17
Eduardo Angeloz,1931-10-18,2017-08-23,False,2006-03-11
Paul Angerer,1927-05-16,2017-07-26,False,2010-01-22
Giulio Angioni,1939-10-28,2017-01-12,False,2012-05-18
"Shirley Paget, Marchioness of Anglesey",1924-12-04,2017-01-21,False,2007-03-17
Angry Grandpa,1950-10-16,2017-12-10,False,2012-01-04
Max Angus,1914-10-20,2017-02-21,False,2017-02-25
Ezekiel Anisi,1988-09-01,2017-05-24,False,2016-12-18
Suicide of S. Anitha,2000-03-05,2017-09-01,False,2017-09-01
Robert Anker,1946-04-26,2017-01-20,False,2009-07-18
Shirley Annan,1940-09-30,2017-03-27,False,2017-03-29
Glory Annen,1952-09-05,2017-04-24,False,2007-09-30
Paul Annett,1937-02-18,2017-12-11,False,2018-01-13
Stan Anslow,1931-05-05,2017-04-06,False,2017-04-06
Arthur Anslyn,1944-12-23,2017-10-07,False,2014-02-07
Ant Gyi,1923-06-17,2017-06-23,False,2017-06-27
Wenceslaus Anthony,1957-09-28,2017-07-23,False,2014-04-13
Greg Antonacci,1947-02-02,2017-09-20,False,2011-08-26
Colin Antonie,1952-03-26,2017-03-06,False,2015-12-30
Roman Antoszewski,1935-01-20,2017-11-27,False,2017-08-26
M. K. Anwar,1933-01-01,2017-10-24,False,2017-04-18
Roberto Anzolin,1938-04-18,2017-10-06,False,2006-12-16
Karl-Otto Apel,1922-03-15,2017-05-15,False,2005-05-01
Antranick Apellian,1929-12-26,2017-06-10,False,2019-12-21
Dominique Appia,1926-07-29,2017-01-08,False,2007-03-19
Alicia Appleman-Jurman,1930-05-09,2017-04-08,False,2006-05-13
François Aquin,1929-03-06,2017-11-23,False,2007-12-13
László Aradszky,1935-09-20,2017-10-08,False,2017-10-09
Yoshiyuki Arai,1934-07-01,2017-03-07,False,2017-03-18
Victor Arbekov,1942-03-08,2017-02-18,False,2008-09-19
Ralph Archbold,1942-01-17,2017-03-25,False,2008-07-07
Sam Ard,1939-02-14,2017-04-02,False,2005-01-28
Sam Arday,1945-11-02,2017-02-12,False,2009-09-09
María Cristina Ardila-Robayo,1947-02-15,2017-11-24,False,2018-10-31
Pavel Ardzinba,1951-07-01,2017-12-13,False,2012-05-19
Nikolai Arefyev,1979-12-19,2017-04-27,False,2015-05-26
Jeffrey Arenburg,1956-12-30,2017-06-13,False,2005-01-11
John Arenhold,1931-05-09,2017-09-30,False,2014-07-22
Donna Ares,1977-01-01,2017-10-02,False,2007-06-12
Lawrence Argent,1957-01-24,2017-10-04,False,2017-11-17
Ricardo Arias Calderón,1933-05-04,2017-02-13,False,2012-08-31
Aleksey Arifullin,1970-10-13,2017-09-28,False,2009-04-09
Andrey Arkhipov,1931-04-21,2017-01-12,False,2018-02-19
Arleta (musician),1945-03-03,2017-08-08,False,2013-12-21
Merete Armand,1955-06-08,2017-01-22,False,2017-01-24
David L. Armstrong,1941-08-06,2017-06-15,False,2006-08-17
Evan Armstrong,1943-02-15,2017-07-08,False,2013-10-03
Claudine Arnaud,1940-01-09,2017-12-05,False,2017-12-25
Reginald Arnold,1924-10-09,2017-07-23,False,2017-07-25
John Arnott (footballer),1932-09-06,2017-03-31,False,2007-09-27
Carlos Aro,1939-09-22,2017-07-16,False,2018-11-27
Ivar Aronsson,1928-03-24,2017-02-06,False,2008-12-17
Pierre Arpaillange,1924-03-13,2017-01-11,False,2009-03-16
Anne Arrasmith,1946-02-20,2017-02-01,False,2008-02-08
Michel Arrivé,1936-12-07,2017-04-03,False,2017-04-05
Kenneth Arrow,1921-08-23,2017-02-21,False,2002-04-21
Konstantin Arsenović,1940-07-01,2017-01-31,False,2017-02-18
Ary Malik,1971-10-16,2017-02-28,False,2019-11-23
Valery Asapov,1966-01-01,2017-09-23,False,2017-09-25
Asasegawa Takeya,1942-05-04,2017-09-22,False,2012-09-10
Kiran Ashar,1947-06-19,2017-05-27,False,2017-05-27
Tommy Asher,1936-12-21,2017-03-11,False,2014-08-16
Alex. E.K. Ashiabor,1931-07-01,2017-05-19,False,2013-08-02
Ashokamitran,1931-07-01,2017-03-23,False,2004-10-13
Ebrahim Ashtiani,1942-01-04,2017-10-24,False,2008-05-23
Dore Ashton,1928-05-21,2017-01-30,False,2013-05-19
Boy Asistio,1936-04-06,2017-02-06,False,2017-02-07
Nils G. Åsling,1927-12-15,2017-08-12,False,2017-08-14
Svend Asmussen,1916-02-28,2017-02-07,False,2005-04-28
Arne Asper,1923-03-12,2017-01-25,False,2017-02-18
Alberto Assirelli,1936-08-31,2017-04-01,False,2017-05-13
Nestor Assogba,1929-02-21,2017-08-22,False,2009-01-10
Rob Astbury,1948-07-01,2017-11-09,False,2006-10-26
José Luis Astigarraga Lizarralde,1940-05-04,2017-01-20,False,2017-01-21
Jerry Astl,1922-07-01,2017-10-16,False,2016-09-09
Bronwen Astor,1930-06-06,2017-12-28,False,2007-07-15
Vytautas Astrauskas,1930-07-01,2017-08-07,False,2016-03-03
Horst Astroth,1923-10-30,2017-01-10,False,2014-07-10
Harold Atcherley,1918-08-30,2017-01-29,False,2006-09-03
Alejandro Atchugarry,1952-07-31,2017-02-19,False,2013-12-11
Xavier Atencio,1919-09-04,2017-09-10,False,2005-09-20
Candy Atherton,1955-09-21,2017-10-30,False,2003-12-26
Raudha Athif,1996-05-18,2017-03-29,False,2017-11-07
Dilbagh Singh Athwal,1928-10-12,2017-05-14,False,2016-04-25
Ron Atkey,1942-02-15,2017-05-09,False,2005-02-13
Harvey Atkin,1942-12-18,2017-07-18,False,2005-09-21
Pervis Atkins,1935-11-24,2017-12-22,False,2006-05-19
"Bob Atkinson (footballer, born 1930)",1930-04-27,2017-04-13,False,2016-01-03
Graham Atkinson,1943-05-17,2017-01-05,False,2007-05-26
John Atkinson (rugby league),1946-10-03,2017-12-23,False,2005-11-26
Myron Atkinson,1927-07-01,2017-06-12,False,2014-10-02
Tony Atkinson,1944-09-04,2017-01-01,False,2006-03-13
Atmasthananda,1919-05-21,2017-06-18,False,2007-12-05
Senarath Attanayake,1966-08-05,2017-08-29,False,2010-05-07
Frank Attkisson,1955-11-02,2017-04-06,False,2009-12-16
Ron Attwell,1935-02-09,2017-12-04,False,2007-05-26
Susanna Au-yeung,1953-12-06,2017-07-09,False,2017-07-16
Ali Audah,1924-07-14,2017-06-20,False,2016-12-15
Jack August,1954-01-07,2017-01-20,False,2017-01-22
Michael Augustine (bishop),1933-06-12,2017-11-04,False,2010-02-05
Ajmer Singh Aulakh,1942-08-19,2017-06-15,False,2016-07-08
Aung Shwe,1918-05-19,2017-08-13,False,2017-08-14
Auntie Fee,1957-05-07,2017-03-18,False,2014-12-10
Michel Aurillac,1928-07-11,2017-07-06,False,2017-07-20
Cecil Austen,1918-11-30,2017-10-29,False,2008-07-03
Siri Austeng,1944-04-27,2017-07-08,False,2007-12-25
Gary Austin,1941-10-18,2017-04-01,False,2005-12-15
George Avakian,1919-03-15,2017-11-22,False,2005-12-19
Howard Avedis,1927-05-25,2017-10-25,False,2015-02-07
Donald Avenson,1944-09-16,2017-05-19,False,2015-10-17
Jean-Christophe Averty,1928-08-06,2017-03-04,False,2015-06-14
Bryan Avery,1944-01-02,2017-07-04,False,2010-12-15
John G. Avildsen,1935-12-21,2017-06-16,False,2002-09-07
Alfiya Avzalova,1933-01-15,2017-06-15,False,2018-03-23
Ameer Muhammad Akram Awan,1934-12-31,2017-12-07,False,2006-04-11
David Axelrod (musician),1931-04-17,2017-02-05,False,2005-08-27
Herbert R. Axelrod,1927-06-07,2017-05-15,False,2007-03-02
Phillip Ayeni,1949-07-01,2017-04-21,False,2010-05-11
Duffy Ayers,1915-07-01,2017-11-10,False,2007-01-29
Norman Ayrton,1924-07-01,2017-06-22,False,2009-10-27
Dominador Aytona,1918-05-23,2017-09-26,False,2017-09-30
Abul Kalam Azad (officer),1971-10-30,2017-03-31,False,2017-03-29
Muhammad Mustafa Azmi,1930-07-01,2017-12-20,False,2011-12-13
Belmiro de Azevedo,1938-02-17,2017-11-29,False,2005-06-06
Kamran Aziz,1922-07-01,2017-03-07,False,2016-12-16
Alfonso Azpiri,1947-07-01,2017-08-18,False,2007-01-31
A. H. M. Azwer,1937-02-08,2017-08-29,False,2010-10-16
Tjitze Baarda,1932-07-08,2017-08-23,False,2015-11-17
Enitan Bababunmi,1940-07-01,2017-05-29,False,2016-01-03
Luis Bacalov,1933-08-30,2017-11-15,False,2006-01-14
Zena Bacar,1949-08-25,2017-12-24,False,2020-02-03
Rebecca Bace,1955-08-07,2017-03-14,False,2017-04-19
André Bach,1943-12-05,2017-05-19,False,2017-05-22
Charles Bachman,1924-12-11,2017-07-13,False,2003-08-21
Adolf Bachura,1933-04-10,2017-04-25,False,2019-05-16
Henry Badenhorst,1966-07-01,2017-11-11,False,2008-03-30
George Badke,1946-02-11,2017-06-01,False,2018-11-02
Awurama Badu,1945-07-01,2017-10-26,False,2017-11-02
Marc Baecke,1956-07-24,2017-01-21,False,2008-03-23
Ron Baensch,1939-06-05,2017-12-28,False,2010-06-14
Georges Baert,1926-06-04,2017-10-05,False,2018-06-12
Claudio Báez,1947-03-23,2017-11-19,False,2017-11-20
Émile Baffert,1924-08-26,2017-07-25,False,2008-07-04
Vincent Baggetta,1944-12-07,2017-05-02,False,2015-12-15
Leone Bagnall,1933-07-20,2017-04-30,False,2004-11-04
Bagrat de Bagration y de Baviera,1949-01-12,2017-03-20,False,2013-02-19
"Raj Bagri, Baron Bagri",1930-08-24,2017-04-26,False,2005-03-16
Serge Baguet,1969-08-18,2017-02-09,False,2007-03-30
John Bahen,1943-10-04,2017-05-02,False,2014-09-25
Jim Baikie,1940-02-28,2017-12-29,False,2005-07-05
Benjamin F. Bailar,1934-04-21,2017-02-20,False,2007-03-31
Cornelia Walker Bailey,1945-06-12,2017-10-15,False,2018-01-26
Hilary Bailey,1936-09-19,2017-01-11,False,2007-05-15
Malcolm Bailey,1950-04-14,2017-11-14,False,2009-04-09
Donald Bain (writer),1935-03-06,2017-10-21,False,2005-08-12
Unity Bainbridge,1916-07-06,2017-11-30,False,2009-11-18
Keith Baird,1923-01-20,2017-07-13,False,2017-07-31
Peter Bairsto,1926-08-03,2017-10-24,False,2010-12-29
A. J. Baker,1922-07-22,2017-03-03,False,2009-12-15
Bobby Baker,1928-11-12,2017-11-12,False,2005-07-07
Gilbert Baker (artist),1951-06-02,2017-03-31,False,2009-11-01
Jerry Baker (author),1931-06-19,2017-03-02,False,2007-07-29
Joan Baker (painter),1922-07-01,2017-04-07,False,2017-10-03
Lynne Rudder Baker,1944-02-14,2017-12-24,False,2009-03-24
Matt Baker (horse trainer),1955-03-26,2017-02-07,False,2017-05-15
Maureen Baker (fashion designer),1920-05-26,2017-12-05,False,2014-08-17
Norman Baker (explorer),1928-11-18,2017-11-22,False,2008-03-06
Tarnia Baker,1967-07-01,2017-10-06,False,2017-10-07
Audun Bakke,1933-11-16,2017-03-26,False,2017-04-29
George Bălăiță,1935-04-17,2017-04-16,False,2013-09-09
Isidro Baldenegro López,1966-07-01,2017-01-15,False,2007-11-08
Alvin Baldus,1926-04-27,2017-02-02,False,2006-01-22
Alexinia Baldwin,1925-02-03,2017-01-21,False,2018-02-08
Peter Baldwin (director),1931-01-11,2017-11-19,False,2008-03-28
Robert B. Baldwin,1923-04-24,2017-04-07,False,2014-03-17
David Ball (bishop),1926-06-11,2017-04-18,False,2007-03-29
Murray Ball,1939-01-26,2017-03-12,False,2004-08-13
Sydney Ball,1933-10-29,2017-03-05,False,2015-08-18
Jean-Marie Benoît Balla,1959-05-05,2017-05-31,False,2017-06-01
Costanzo Balleri,1933-08-20,2017-11-02,False,2010-03-01
René Ballet,1928-07-01,2017-01-02,False,2017-01-04
Michael Ballhaus,1935-08-05,2017-04-12,False,2006-02-28
Barbara Balmer,1929-09-23,2017-12-31,False,2018-01-25
Rosemary Balmford,1933-09-15,2017-08-08,False,2018-05-13
Meir Banai,1960-07-05,2017-01-12,False,2009-05-27
Parv Bancil,1967-02-07,2017-04-01,False,2017-04-05
Ruth Bancroft,1908-07-01,2017-11-26,False,2017-06-18
Raghab Bandyopadhyay,1948-11-14,2017-02-08,False,2012-06-26
Tapan Banerjee,1943-06-15,2017-05-29,False,2016-03-25
Karin Bang,1928-12-03,2017-08-20,False,2009-03-29
Dennis Banks,1937-04-12,2017-10-29,False,2005-02-20
Yoshimitsu Banno,1931-03-30,2017-05-07,False,2007-01-29
Brian Bannon,1930-08-22,2017-10-06,False,2010-04-26
Jack Bannon,1940-06-14,2017-10-25,False,2005-10-18
Atiqa Bano,1940-07-01,2017-10-04,False,2017-10-24
Dagobert Banzio,1957-06-21,2017-08-26,False,2017-09-23
Bảo Thăng,1944-09-30,2017-03-15,False,2006-10-28
Armando Baptista-Bastos,1933-02-27,2017-05-09,False,2017-06-07
Hasmukh Baradi,1938-12-23,2017-02-04,False,2018-06-02
Tullio Baraglia,1934-07-21,2017-11-23,False,2008-12-18
Luigi Barbarito,1922-04-19,2017-03-12,False,2011-03-25
Benjamin Barber,1939-08-02,2017-04-24,False,2005-03-06
"Derek Barber, Baron Barber of Tewkesbury",1918-06-17,2017-11-21,False,2005-03-16
Annette Barbier,1950-07-01,2017-06-05,False,2015-10-27
Ruslan Barburoș,1978-11-15,2017-01-29,False,2016-03-27
David Bárcena Ríos,1941-12-26,2017-02-22,False,2010-03-26
Brian Barder,1934-06-20,2017-09-19,False,2010-06-01
Gaetano Bardini,1926-10-08,2017-11-03,False,2010-02-14
Clifford Barker,1926-04-22,2017-05-31,False,2008-03-10
Jill Barklem,1951-05-23,2017-11-15,False,2006-01-31
Oddvar Barlie,1929-06-24,2017-01-10,False,2012-04-10
Denise P. Barlow,1950-01-31,2017-10-21,False,2017-10-29
Thomas Barlow (Kentucky),1940-08-07,2017-01-31,False,2005-11-29
Surjit Singh Barnala,1925-10-21,2017-01-14,False,2004-11-09
Eric Barnard (politician),1924-07-13,2017-04-21,False,2013-07-30
Ray Barnard,1933-04-16,2017-07-07,False,2013-04-24
Bill Barnes (United Methodist minister),1931-07-01,2017-08-21,False,2019-07-19
Brenda C. Barnes,1953-11-11,2017-01-17,False,2006-11-06
Brian James Barnes,1933-03-23,2017-05-09,False,2017-05-10
Joseph Barnes (Irish doctor),1914-11-14,2017-05-06,False,2009-08-10
Joyce Barnes,1925-10-18,2017-07-22,False,2017-03-29
Lyn Barnett,1945-07-01,2017-02-27,False,2017-07-24
Vic Barnhart,1922-09-01,2017-04-13,False,2009-02-17
Mauro Barni,1927-02-12,2017-07-21,False,2017-04-17
Ed Barnowski,1943-08-23,2017-10-17,False,2011-06-03
Glenn Barr,1942-03-19,2017-10-24,False,2005-10-11
Guy Barrabino,1934-01-17,2017-11-10,False,2010-10-27
