Name,Birth,Death,Covid,Created
James Schmerer,1938-06-14,2019-10-04,False,2019-10-29
Mae Schmidle,1926-06-08,2019-04-26,False,2019-04-28
Bettina Schmidt,1960-06-02,2019-04-28,False,2007-06-11
Manfred Schneckenburger,1938-12-01,2019-12-02,False,2010-07-23
Hansheinz Schneeberger,1926-10-16,2019-10-23,False,2006-10-08
Carolee Schneemann,1939-10-12,2019-03-06,False,2005-05-11
Lothar Schneider (wrestler),1939-10-03,2019-03-15,False,2017-06-24
Otto Schnepp,1925-04-19,2019-01-02,False,2009-07-07
Werner Schneyder,1937-01-25,2019-03-02,False,2019-03-04
Norman Schofield,1944-01-30,2019-10-12,False,2012-03-03
Jörg Schönbohm,1937-04-19,2019-02-07,False,2009-11-24
Countess Maya von Schönburg-Glauchau,1958-08-15,2019-01-27,False,2018-01-06
Turk Schonert,1957-01-15,2019-01-17,False,2007-01-21
Fritz Schösser,1947-06-24,2019-05-28,False,2019-05-31
Paul Schramka,1928-03-22,2019-07-08,False,2011-05-03
Le Anne Schreiber,1945-08-04,2019-05-31,False,2007-04-16
Peter Schreier,1935-07-29,2019-12-25,False,2004-07-24
Bruno Schroder,1933-01-17,2019-02-20,False,2014-06-17
Papa Don Schroeder,1940-12-29,2019-11-15,False,2014-06-10
Karsten Schubert,1961-08-12,2019-07-30,False,2004-12-01
Otto Schubiger,1925-01-06,2019-01-28,False,2009-03-13
J. Neil Schulman,1953-04-16,2019-08-10,False,2002-08-09
Bill Schulz (editor),1939-01-12,2019-07-22,False,2019-08-03
Jimmy Schulz,1968-10-22,2019-11-25,False,2019-11-26
Peter Schulze,1935-11-06,2019-05-21,False,2013-07-28
Richard Schwartz (bridge),1943-02-04,2019-02-06,False,2016-08-10
David Schwartzman,1924-04-22,2019-03-28,False,2016-05-31
Ellen Schwiers,1930-06-11,2019-04-26,False,2016-10-27
Jerry Schypinski,1931-04-19,2019-03-25,False,2011-04-06
Bruno Scipioni,1934-07-29,2019-12-05,False,2013-09-01
Édith Scob,1937-10-21,2019-06-26,False,2008-02-14
Archie Scott (cricketer),1918-01-26,2019-11-01,False,2019-02-23
Eva Mae Fleming Scott,1926-05-06,2019-03-28,False,2015-09-08
Jack Scott (singer),1936-01-24,2019-12-12,False,2005-03-11
Margaret Scott (dancer),1922-04-26,2019-02-24,False,2006-08-12
Yusuf Scott,1976-11-30,2019-11-09,False,2012-12-05
Richard Scotton,1930-12-19,2019-10-01,False,2007-12-19
Renato Scrollavezza,1927-04-14,2019-10-14,False,2019-10-27
J. Blair Seaborn,1924-03-18,2019-11-11,False,2020-03-06
Edward Seaga,1930-05-28,2019-05-28,False,2003-12-21
Lisa Seagram,1936-07-07,2019-02-01,False,2017-02-23
Fernando Sebastián Aguilar,1929-12-14,2019-01-24,False,2014-01-12
Thierry Séchan,1949-04-19,2019-01-09,False,2019-01-21
Dick Sedar,1931-03-27,2019-06-06,False,2015-01-07
Wayne See,1923-11-03,2019-07-22,False,2014-08-22
Nigel Seely,1923-07-28,2019-04-25,False,2013-09-25
Dixon Seeto,1951-07-14,2019-07-19,False,2005-12-11
Joseph Segel,1931-01-09,2019-12-21,False,2004-12-26
Edmund Seger,1937-02-16,2019-05-26,False,2019-03-17
Vittorio Seghezzi,1924-05-27,2019-10-25,False,2014-04-21
Cecilia Seghizzi,1908-04-19,2019-11-22,False,2017-07-05
Ginette Seguin,1934-04-19,2019-05-21,False,2013-05-17
Michael Seidenberg,1954-07-22,2019-07-08,False,2019-07-09
Nobuo Sekine,1942-04-19,2019-05-13,False,2011-07-31
Dragoslav Šekularac,1937-11-08,2019-01-05,False,2006-06-05
Hanno Selg,1932-05-31,2019-10-02,False,2009-01-22
David Sellar,1941-02-27,2019-01-26,False,2008-03-07
Elizabeth Sellars,1921-05-06,2019-12-30,False,2006-10-23
Jerry Seltzer,1932-06-03,2019-07-01,False,2006-04-27
Daniel Selvaraj,1938-01-14,2019-12-20,False,2009-05-19
N. Selvaraj,1944-05-05,2019-03-26,False,2008-07-03
Peter Selz,1919-03-27,2019-06-21,False,2016-03-23
Mikhail Innokentyevich Semyonov,1938-11-26,2019-10-18,False,2019-10-23
Nikhil Sen,1931-04-16,2019-02-25,False,2018-02-10
Guy Sénac,1932-03-13,2019-01-13,False,2008-10-18
Mojca Senčar,1940-04-04,2019-05-26,False,2019-12-14
Mose Se Sengo,1945-10-16,2019-05-03,False,2010-05-08
Şule Yüksel Şenler,1938-05-29,2019-08-28,False,2019-12-05
Ahmet Şenol,1926-03-05,2019-04-07,False,2019-03-01
John Baptist Sequeira,1930-04-19,2019-10-09,False,2019-10-11
Toufiq M. Seraj,1956-04-19,2019-06-20,False,2019-06-22
Patrick Sercu,1944-06-27,2019-04-19,False,2005-08-23
Benoît Serré,1951-04-07,2019-05-11,False,2005-02-02
Michel Serres,1930-04-19,2019-06-01,False,2004-07-04
Darren Servatius,1965-04-15,2019-11-20,False,2011-06-02
Clarence Servold,1927-03-28,2019-02-04,False,2013-05-17
T. N. Seshan,1932-12-15,2019-11-10,False,2005-04-10
Boniface Tshosa Setlalekgosi,1927-04-19,2019-01-25,False,2008-02-27
Rodolfo Severino Jr.,1936-04-27,2019-04-19,False,2010-02-12
Kelly Seymour,1936-06-05,2019-02-17,False,2006-01-24
Thaddeus Seymour,1928-06-29,2019-10-26,False,2015-02-05
Whitney North Seymour Jr.,1923-07-07,2019-06-29,False,2011-02-23
Nasrallah Boutros Sfeir,1920-05-15,2019-05-12,False,2005-02-15
Petr Sgall,1926-05-27,2019-05-28,False,2007-02-13
Elio Sgreccia,1928-06-06,2019-06-05,False,2009-08-07
Giovanni Sgro,1931-02-16,2019-03-18,False,2010-07-04
Maggie Shaddick,1926-03-19,2019-03-13,False,2016-11-15
Sanger D. Shafer,1934-10-24,2019-01-12,False,2008-01-27
Thomas L. Shaffer,1934-04-04,2019-02-26,False,2013-03-03
Haku Shah,1934-03-24,2019-03-21,False,2009-04-16
A. S. M. Shahjahan,1941-03-09,2019-02-05,False,2014-12-03
Himayat Ali Shair,1926-07-14,2019-07-16,False,2010-01-10
Bassam Shakaa,1930-04-19,2019-07-22,False,2006-10-30
Stepan Shakaryan,1935-10-23,2019-06-22,False,2019-06-22
Meir Shamgar,1925-08-13,2019-10-18,False,2006-02-26
Bolotbek Shamshiyev,1941-01-12,2019-12-21,False,2010-07-15
Jackie Shane,1940-05-15,2019-02-21,False,2015-07-07
Francine Shapiro,1948-02-18,2019-06-16,False,2006-07-09
Andrew Shapter,1966-12-30,2019-02-23,False,2010-06-27
Byambasuren Sharav,1952-11-13,2019-07-15,False,2011-11-21
Thomas Shardelow,1931-11-11,2019-07-03,False,2012-12-28
Kamal Sharma,1970-03-17,2019-10-27,False,2014-01-18
Neelum Sharma,1969-04-19,2019-08-17,False,2019-08-17
Satnarine Sharma,1943-04-19,2019-10-09,False,2019-10-04
Marjorie W. Sharmat,1928-11-12,2019-03-12,False,2006-06-06
Gerry Sharpe,1946-03-17,2019-12-17,False,2012-07-02
John Shaw (painter),1948-04-23,2019-01-03,False,2016-09-02
Kendall Shaw,1924-03-30,2019-10-18,False,2012-10-25
John Shearer (photographer),1947-04-21,2019-06-22,False,2019-06-28
Ramsay Shearman,1924-11-17,2019-12-13,False,2020-02-05
Patrick Sheehy,1930-04-19,2019-07-23,False,2012-10-22
Hogan Sheffer,2005-10-25,2006-08-09,False,2005-05-14
Sidney Sheinberg,1935-01-14,2019-03-07,False,2005-11-11
Jack Sheldon,1931-11-30,2019-12-27,False,2005-06-24
Mizanur Rahman Shelley,1943-01-02,2019-08-12,False,2019-08-14
Monte Shelton,1933-04-19,2019-06-16,False,2019-06-19
Winston L. Shelton,1922-05-03,2019-04-15,False,2012-04-08
Kochavi Shemesh,1944-01-10,2019-05-13,False,2019-05-19
Shen Ziyin,1928-03-22,2019-03-07,False,2019-03-08
Richmond Shepard,1929-04-24,2019-07-02,False,2008-05-27
Albert Shepherd (actor),1936-08-29,2019-07-10,False,2019-07-10
Mike Sheppard (baseball),1936-04-12,2019-04-06,False,2014-07-19
Lisa Sheridan,1974-12-05,2019-02-25,False,2006-06-15
John Michael Sherlock,1926-01-20,2019-08-12,False,2005-08-19
Janette Sherman,1930-07-10,2019-11-07,False,2019-11-22
Teddi Sherman,1921-04-01,2019-01-16,False,2019-01-22
Ang Tshering Sherpa (entrepreneur),1964-10-02,2019-02-27,False,2020-02-25
Michael Sherwood,1959-10-27,2019-11-05,False,2005-08-11
Yuu Shimaka,1949-05-06,2019-07-28,False,2007-02-15
Goro Shimura,1930-02-23,2019-05-03,False,2003-01-26
Helen Shingler,1919-08-29,2019-10-08,False,2011-07-25
Walter V. Shipley,1935-11-02,2019-01-11,False,2010-07-09
Ray Shipp,1925-04-19,2019-10-28,False,2013-07-30
Fuyumi Shiraishi,1936-10-14,2019-03-26,False,2006-11-12
Ian Shirley,1940-02-28,2019-01-20,False,2019-01-23
S. K. Shivakumar,1953-04-19,2019-04-13,False,2008-10-24
K. L. Shivalinge Gowda,1926-06-30,2019-07-06,False,2019-07-13
C. S. Shivalli,1962-05-06,2019-03-22,False,2019-03-03
Sammy Shore,1927-02-07,2019-05-18,False,2009-06-04
Edward Shotter,1933-06-29,2019-07-03,False,2009-11-06
Dennis Showalter,1942-02-12,2019-12-30,False,2009-04-06
Bobby Shows,1938-08-28,2019-01-20,False,2015-03-04
Ellen Shub,1946-01-01,2019-12-18,False,2020-01-21
John Shuker,1942-05-08,2019-12-29,False,2007-04-09
Rakesh Shukla (cricketer),1948-02-04,2019-06-29,False,2006-02-05
Hani Shukrallah,1950-04-19,2019-05-05,False,2013-07-06
Aleksandr Shumidub,1964-03-17,2019-07-13,False,2019-05-26
Ghazi Sial,1933-04-19,2019-11-27,False,2019-11-29
Cándido Sibilio,1958-10-03,2019-08-10,False,2018-07-13
Shahid Aziz Siddiqi,1945-01-26,2019-11-07,False,2007-09-10
Garry Sidebottom,1954-11-21,2019-03-28,False,2007-10-10
Murray Sidman,1923-04-29,2019-05-18,False,2009-04-11
Werner Franz Siebenbrock,1937-04-19,2019-12-24,False,2019-12-27
David Sieff,1939-03-22,2019-05-27,False,2016-10-09
Larry Siegel,1925-10-29,2019-08-20,False,2005-06-05
Rafael de la Sierra,1948-04-19,2019-06-19,False,2019-06-20
Zwelonke Sigcawu,2006-01-01,2019-11-14,False,2006-09-27
Robert F. X. Sillerman,1948-04-12,2019-11-24,False,2006-10-27
Daniel Silva dos Santos,1982-05-30,2019-02-10,False,2007-08-04
Silver King (wrestler),1968-01-09,2019-05-11,False,2005-06-28
Al Silverman,1926-04-12,2019-03-10,False,2009-05-07
Sydel Silverman,1933-05-20,2019-03-25,False,2016-11-12
Anita Silvers,1940-11-01,2019-03-14,False,2011-04-15
Thomas Silverstein,1952-02-04,2019-05-11,False,2006-05-03
Achille Silvestrini,1923-10-25,2019-08-29,False,2006-12-04
Pedro Antônio Simeão,1953-08-04,2019-06-19,False,2018-10-22
Loredana Simioli,1974-02-27,2019-06-26,False,2019-06-27
Lonnie Simmons,1944-12-12,2019-02-06,False,2010-06-23
Tara Simmons,1984-03-22,2019-01-17,False,2007-04-24
Erika Simon,1927-06-27,2019-02-15,False,2006-08-30
Louise Manoogian Simone,1933-05-19,2019-02-18,False,2009-03-01
John Simonian,1935-12-15,2019-12-23,False,2019-09-21
William Simons,1940-11-17,2019-06-21,False,2005-09-06
Jan Simonsen,1953-03-03,2019-08-12,False,2003-12-01
C. O. Simpkins Sr.,1925-01-13,2019-12-04,False,2015-08-22
Bill Simpson,1940-03-14,2019-12-16,False,2006-07-04
Gord Simpson,1928-05-10,2019-07-11,False,2008-04-30
John Simpson (priest),1933-06-07,2019-04-24,False,2008-05-13
Bill Sims,1949-06-23,2019-02-02,False,2005-12-07
Kathleen Sims,1942-06-06,2019-07-05,False,2012-07-04
Lodune Sincaid,1973-05-07,2019-04-07,False,2007-09-17
John Sinclair (environmentalist),1939-07-13,2019-02-03,False,2007-11-15
"Paul ""Lil' Buck"" Sinegal",1944-01-14,2019-06-10,False,2016-11-28
Jerome L. Singer,1924-02-06,2019-12-14,False,2014-12-28
Akhilesh Kumar Singh,1959-04-19,2019-08-20,False,2019-08-21
Bala Singh,1952-05-07,2019-11-27,False,2013-12-28
Namvar Singh,1926-07-28,2019-02-19,False,2017-05-28
Samprada Singh,1925-04-19,2019-07-27,False,2008-10-26
Vashishtha Narayan Singh,1946-04-02,2019-11-14,False,2014-04-04
S. B. Sinha,1944-08-08,2019-03-19,False,2008-12-20
Vidya Sinha,1947-11-15,2019-08-15,False,2006-09-19
Steve Sipek,1942-04-19,2019-06-23,False,2011-02-17
Barbra Casbar Siperstein,1942-11-20,2019-02-03,False,2016-10-16
Paul Sirba,1960-04-19,2019-12-01,False,2009-10-15
Denis Sire,1953-04-19,2019-01-16,False,2019-01-25
Arif Şirin,1949-06-10,2019-02-13,False,2009-12-30
Peter Sissons,1942-07-17,2019-10-01,False,2003-11-22
Eva Sisth,1940-10-16,2019-10-07,False,2009-09-05
Bayram Şit,1930-04-19,2019-05-29,False,2007-02-05
Michel Sitjar,1942-04-19,2019-06-10,False,2019-06-20
Kadavoor Sivadasan,1932-03-11,2019-05-17,False,2011-05-17
Albin Siwak,1933-01-27,2019-04-04,False,2009-11-16
Seymour Siwoff,1920-11-09,2019-11-29,False,2018-05-08
Tyler Skaggs,1991-07-13,2019-07-01,False,2011-10-11
Libby Skala,1967-04-20,2019-12-01,False,2014-11-25
Oluf Skarpnes,1932-12-26,2019-12-29,False,2008-09-08
Ray Skelly,1941-07-01,2019-07-14,False,2006-05-28
Gerhard Skiba,1947-04-19,2019-03-15,False,2005-07-01
Anthony Skingsley,1933-10-19,2019-01-15,False,2011-04-02
Wickham Skinner,1924-02-20,2019-01-28,False,2015-08-10
Colin Skipp,1939-08-08,2019-11-19,False,2014-01-19
Peter Skipper,1958-04-11,2019-04-23,False,2010-11-05
Alan Skirton,1939-01-23,2019-05-12,False,2005-10-05
Bjørg Skjælaaen,1933-04-19,2019-01-11,False,2011-04-07
Tom Skjønberg,1948-10-08,2019-03-12,False,2013-10-07
Ingemar Skogö,1949-01-04,2019-05-28,False,2019-05-31
Jon Skolmen,1940-11-01,2019-03-28,False,2008-10-28
Myer Skoog,1926-11-02,2019-04-04,False,2007-03-23
Zlatko Škorić,1941-07-27,2019-05-23,False,2008-02-23
Joel Skornicka,1937-01-29,2019-11-16,False,2011-11-18
Reidar Skotgård,1936-11-18,2019-11-13,False,2019-12-10
Jānis Skredelis,1939-12-29,2019-06-27,False,2016-05-06
Džemma Skulme,1925-04-19,2019-11-09,False,2018-03-24
Adam Sky (Australian DJ),1977-04-19,2019-05-04,False,2019-05-08
Lou Slaby,1941-12-13,2019-08-23,False,2014-05-28
Bernard Slade,1930-05-02,2019-10-30,False,2006-11-24
Billy Slade,1941-04-19,2019-12-22,False,2012-10-26
Roderick Slater,1937-04-24,2019-06-25,False,2010-01-03
William Slater (swimmer),1940-04-18,2019-02-02,False,2016-10-03
"John Slim, 2nd Viscount Slim",1927-07-20,2019-01-12,False,2007-02-22
Marshall M. Sloane,1926-04-15,2019-04-06,False,2012-12-27
Adam Słodowy,1923-12-03,2019-12-10,False,2006-01-25
James Small (rugby player),1969-02-10,2019-07-10,False,2005-11-30
Doug Smart,1936-12-04,2019-11-18,False,2019-12-15
Peter Smedley,1943-02-02,2011-04-11,False,2007-02-28
Ron Smerczak,1949-07-03,2019-05-12,False,2014-12-03
André Smets,1943-07-05,2019-12-30,False,2019-12-31
Alexis Smirnoff,1947-02-09,2019-01-05,False,2007-10-07
Andrey Smirnov (swimmer),1957-04-11,2019-10-16,False,2012-05-05
"Alan Smith (footballer, born 1921)",1921-10-15,2019-05-27,False,2015-01-07
Alfred E. Smith IV,1951-05-24,2019-11-20,False,2009-10-27
Barney Smith (artist),1921-05-25,2019-07-23,False,2019-07-25
"Bobby Smith (footballer, born 1941)",1941-06-20,2019-08-16,False,2019-04-21
Clary Hood Smith,1928-04-19,2019-01-10,False,2015-01-19
Frankie Smith,1953-04-19,2019-03-08,False,2005-07-21
George Smith (referee),1943-10-14,2019-05-13,False,2007-01-29
Greedy Smith,1956-01-16,2019-12-02,False,2006-06-02
Helen Smith (baseball),1922-01-05,2019-01-17,False,2010-01-15
Hyrum W. Smith,1943-10-16,2019-11-18,False,2006-06-01
"Jim Smith (footballer, born 1940)",1940-10-17,2019-12-10,False,2004-09-17
Joe Smith (music industry executive),1928-01-26,2019-12-02,False,2019-12-06
John M. Smith (bishop),1935-06-23,2019-01-22,False,2009-02-19
L. Eugene Smith,1921-04-19,2019-04-07,False,2009-12-20
Lester Smith (philanthropist),1942-08-16,2019-03-14,False,2019-04-12
Marilynn Smith,1929-04-13,2019-04-09,False,2005-04-06
"Norm Smith (footballer, born 1946)",1946-10-01,2019-02-21,False,2014-03-28
Patrick Smith (fighter),1963-08-28,2019-06-18,False,2007-08-06
Paul Smith (first baseman),1931-03-19,2019-08-18,False,2011-02-25
Pepe Smith,1947-12-25,2019-01-28,False,2006-10-14
Robert P. Smith,1940-02-18,2019-01-07,False,2008-06-24
Ron Smith (comics),1928-04-19,2019-01-10,False,2004-12-05
Russell Smith (singer),1949-06-17,2019-07-12,False,2009-04-25
Shawn Smith,1965-10-28,2019-04-03,False,2005-03-10
"Stan Smith (Australian footballer, born 1925)",1925-04-17,2019-06-08,False,2014-10-29
"Tommy Smith (footballer, born 1945)",1945-04-05,2019-04-12,False,2004-11-17
Robert Smithies,1948-02-26,2019-11-05,False,2014-11-04
James H. Smylie,1925-10-20,2019-01-05,False,2009-08-18
John Raymond Smythies,1922-11-30,2019-01-28,False,2010-05-23
Georgeta Snegur,1937-04-23,2019-12-23,False,2019-12-23
Peter Snell,1938-12-17,2019-12-12,False,2003-10-27
Norman Snider,1945-11-14,2019-01-04,False,2015-03-03
Ann Barr Snitow,1943-05-09,2019-08-10,False,2019-08-24
Sally Soames,1937-01-21,2019-10-05,False,2019-10-05
Dick Soash,1941-08-03,2019-10-01,False,2019-10-09
Henry Sobel,1944-01-09,2019-11-22,False,2006-11-27
Krishna Sobti,1925-02-18,2019-01-25,False,2008-04-08
Frits Soetekouw,1938-06-06,2019-05-03,False,2017-02-27
Sogyal Rinpoche,1947-04-19,2019-08-28,False,2005-09-18
Ralph Solecki,1917-10-15,2019-03-20,False,2005-03-15
Marisa Solinas,1939-05-30,2019-02-12,False,2012-02-15
Stig Sollander,1926-06-25,2019-12-12,False,2009-01-03
Laura Solomon,1974-06-28,2019-02-18,False,2012-05-26
Phil Solomon (filmmaker),1954-01-03,2019-04-20,False,2008-10-10
Igor Solopov,1961-04-17,2019-06-12,False,2019-06-13
Kurt Sommerlatt,1928-12-25,2019-02-08,False,2012-06-28
Kafil Uddin Sonar,1944-04-19,2019-10-25,False,2019-10-27
Song Soon-chun,1934-01-15,2019-10-15,False,2009-01-31
Tommy Sopwith (racing driver),1932-11-15,2019-05-04,False,2010-04-20
Lucio Soravito de Franceschi,1939-12-08,2019-07-06,False,2019-07-07
Eva Sørensen,1940-02-14,2019-12-31,False,2017-03-09
Finn Willy Sørensen,1941-05-09,2019-03-23,False,2007-04-23
Yosef Sorinov,1946-05-17,2019-02-01,False,2013-03-01
Dennis Sorrell,1940-10-07,2019-11-10,False,2019-04-04
Robert Sorrells,1930-06-29,2019-06-11,False,2012-12-30
Morton Sosland,1925-05-07,2019-04-25,False,2019-07-08
Lou Sossamon,1921-06-02,2019-02-11,False,2015-04-08
Mario Sossi,1932-02-06,2019-12-06,False,2019-12-09
Mahmoud Soufi,1971-10-20,2019-06-02,False,2018-11-03
José Souto,1959-12-20,2019-01-15,False,2019-01-17
Patricia de Souza,1964-04-19,2019-10-24,False,2019-10-27
Ruth de Souza,1921-05-12,2019-07-28,False,2013-11-15
Teotónio de Souza,1947-02-18,2019-02-20,False,2006-06-11
Freddie Sowrey,1922-04-19,2019-07-24,False,2013-05-29
Mümtaz Soysal,1929-04-19,2019-11-11,False,2007-04-23
Jeffrey Spalding,1951-11-05,2019-10-14,False,2017-03-21
Ettore Spalletti,1940-01-26,2019-10-11,False,2012-04-22
Giannis Spanos,1934-07-26,2019-10-31,False,2014-01-25
Brian Sparrow,1962-06-24,2019-12-06,False,2011-04-14
Ephraim M. Sparrow,1928-05-27,2019-08-01,False,2009-03-20
Bill Spence (musician),1940-08-12,2019-02-07,False,2005-10-16
Elizabeth Spencer (writer),1921-07-19,2019-12-22,False,2006-11-26
Marian Spencer,1920-06-28,2019-07-09,False,2011-08-22
Fróso Spentzári,1942-04-19,2019-11-08,False,2019-12-11
Michael Spicer,1943-01-22,2019-05-29,False,2003-12-27
Gerry Spiess,1940-01-24,2019-06-18,False,2006-05-24
Mary Spiller,1924-04-13,2019-10-27,False,2014-10-28
Caroll Spinney,1933-12-26,2019-12-08,False,2002-12-24
Robert R. Spitzer,1922-05-04,2019-04-30,False,2007-05-06
Ann Spokes Symonds,1925-04-19,2019-12-27,False,2015-08-20
George Springate,1938-05-12,2019-11-20,False,2006-05-05
Charles E. Springer,1928-02-20,2019-02-19,False,2015-08-22
George Springer (mathematician),1924-04-19,2019-02-18,False,2014-02-16
Rosemarie Springer,1920-07-05,2019-04-02,False,2012-05-18
Tom Spurgeon,1968-12-16,2019-11-13,False,2005-08-29
Raymond Squires,1926-02-06,2019-10-08,False,2006-11-14
Henry Ssentongo,1936-11-30,2019-12-11,False,2019-08-10
Thais St. Julien,1945-06-11,2019-01-03,False,2006-10-11
Kristoff St. John,1966-07-15,2019-02-03,False,2004-06-23
Dexter St. Louis,1968-03-21,2019-05-16,False,2013-01-12
George Stade,1933-11-25,2019-02-26,False,2019-03-13
Christian Stadelmann,1959-04-19,2019-07-26,False,2019-12-06
Rainer Stadelmann,1933-10-24,2019-01-14,False,2011-11-28
Hans Stadlmair,1929-05-03,2019-02-13,False,2011-03-23
Barbara Staff,1924-08-26,2019-07-29,False,2019-08-26
Gus Stager,1923-02-18,2019-07-06,False,2008-02-18
Kermit Staggers,1947-11-02,2019-11-28,False,2016-09-21
Rashied Staggie,1961-04-19,2019-12-13,False,2007-08-16
Libi Staiger,1959-04-23,1960-06-18,False,2009-11-30
Al Staley,1928-04-19,2019-04-07,False,2006-10-05
John Stalker,1939-04-14,2019-02-15,False,2005-11-20
Stanley Gordon Sturges,1929-10-14,2019-07-12,False,2019-12-11
Vasanthi Stanley,1962-05-08,2019-04-27,False,2009-05-30
Leroy Stanton,1946-04-10,2019-03-13,False,2006-08-06
Noel Starblanket,1946-04-19,2019-04-15,False,2006-05-30
Gary Starkweather,1938-01-09,2019-12-26,False,2007-09-10
John Starling (musician),1940-03-26,2019-05-02,False,2017-05-11
Jean Starobinski,1920-11-17,2019-03-04,False,2006-10-01
Freddie Starr,1943-01-09,2019-05-09,False,2005-03-15
Bohumil Staša,1944-04-29,2019-05-21,False,2008-02-20
Bowen Stassforth,1926-08-07,2019-11-22,False,2008-10-25
Nick Stato,1922-01-24,2019-05-28,False,2007-10-20
John Stauffer (politician),1925-05-28,2019-10-26,False,2009-12-09
Abraham Stavans,1933-01-01,2019-03-05,False,2019-04-07
Sheila Steafel,1935-05-26,2019-08-23,False,2006-07-05
Micky Steele-Bodger,1925-04-19,2019-05-09,False,2009-12-02
Joyce Steele (baseball),1935-12-25,2019-04-21,False,2019-04-24
Rebecca Walker Steele,1925-10-18,2019-01-12,False,2019-12-29
Inger Dag Steen,1933-03-22,2019-11-22,False,2017-08-05
John Steeples,1959-04-28,2019-03-20,False,2017-03-03
Tinca Stegovec,1927-04-08,2019-01-14,False,2012-01-26
Dorothy Stein,1931-03-31,2019-03-16,False,2019-05-06
Stanley J. Stein,1920-06-08,2019-12-19,False,2018-06-12
Hannah Steinberg,1926-03-16,2019-12-11,False,2015-10-13
Erling Steineide,1938-08-10,2019-10-09,False,2010-10-20
Jacqueline Steiner,1924-04-19,2019-01-25,False,2010-12-27
Wulf Steinmann,1930-07-12,2019-01-03,False,2019-01-14
Kurt Stendal,1951-02-19,2019-08-21,False,2016-01-21
Dagfinn Stenseth,1936-08-28,2019-07-26,False,2011-02-23
S. A. Stepanek,1960-07-01,2019-10-06,False,2009-08-17
Gene Stephens,1933-01-20,2019-04-27,False,2007-01-20
Bette Stephenson,1924-07-31,2019-08-19,False,2004-10-03
Sean Stephenson,1979-05-05,2019-08-28,False,2011-08-07
Helen Stern,1930-07-04,2019-11-11,False,2019-11-20
Henry Stern,1935-05-01,2019-03-28,False,2007-05-01
James Hart Stern,1964-06-13,2019-10-11,False,2018-01-15
René Steurbaut,1928-06-26,2019-01-06,False,2018-06-12
Brody Stevens,1970-05-22,2019-02-22,False,2010-03-25
John Shorter Stevens,1933-05-30,2019-04-23,False,2019-04-23
May Stevens,1924-06-09,2019-12-09,False,2010-07-25
Bob Stewart (radio presenter),1939-07-03,2019-03-28,False,2019-04-03
Gary Stewart (music executive),1957-02-10,2019-04-11,False,2019-04-13
James P. Stewart,1924-07-01,2019-01-09,False,2015-05-16
Joffre Stewart,1925-04-17,2019-03-12,False,2006-03-31
Joseph D. Stewart,1942-07-09,2019-04-30,False,2006-03-27
Peggy Stewart (actress),1923-06-05,2019-05-29,False,2007-12-07
Wallace Stickney,1934-11-24,2019-06-27,False,2005-12-05
Graham Stilwell,1945-11-15,2019-01-31,False,2009-05-28
Jah Stitch,1949-07-27,2019-04-28,False,2008-06-13
Staffan Stockenberg,1931-04-19,2019-05-20,False,2019-10-16
Joseph Stoddart,1932-01-18,2019-10-26,False,2020-02-01
Bob Stokes (American football),1931-06-08,2019-07-05,False,2018-07-24
Manfred Stolpe,1936-05-16,2019-12-29,False,2005-06-06
Norman Stone,1941-03-08,2019-06-19,False,2005-05-25
Richard Stone (politician),1928-04-19,2019-07-28,False,2005-09-02
Norm Stoneburgh,1935-03-31,2019-10-24,False,2008-08-27
Kevin Stonehouse,1959-04-19,2019-07-28,False,2008-01-13
Kees Stoop,1929-03-19,2019-02-16,False,2016-02-15
Fred Storey,1932-03-03,2019-12-02,False,2015-03-10
Rob Storey,1936-07-16,2019-08-02,False,2004-12-04
Don Storm,1932-06-27,2019-01-31,False,2019-02-25
Helge Stormorken,1922-10-08,2019-06-09,False,2009-01-29
Helen Stother,1955-06-21,2019-10-08,False,2008-02-11
Mel Stottlemyre,1941-11-13,2019-01-13,False,2005-05-30
Karola Stotz,1963-04-19,2019-10-14,False,2018-09-17
Vladimir Stoyanov (footballer),1964-04-19,2019-06-18,False,2016-05-21
Penka Stoyanova,1950-01-21,2019-08-16,False,2012-05-22
Sam Strahan,1944-12-25,2019-12-21,False,2015-06-16
Jiří Stránský,1931-08-12,2019-05-29,False,2011-05-15
Jan Stráský,1940-12-24,2019-11-06,False,2004-12-21
Erika Strasser,1934-03-17,2019-04-30,False,2018-01-18
Babill Stray-Pedersen,1943-02-20,2019-04-24,False,2019-06-14
Simon Streatfeild,1929-10-05,2019-12-07,False,2010-12-03
Mike Streicher,1957-01-09,2019-11-06,False,2007-09-24
Alexandra Strelchenko,1937-02-02,2019-08-02,False,2016-01-25
Jörg Streli,1940-03-26,2019-02-13,False,2019-02-20
Carlo Strenger,1958-07-16,2019-10-25,False,2010-07-08
Rémy Stricker,1936-01-03,2019-11-19,False,2017-07-24
Daniel C. Striepeke,1930-10-08,2019-01-17,False,2014-03-12
Siegfried Strohbach,1929-11-27,2019-07-11,False,2011-11-09
John Strohmayer,1946-10-13,2019-11-28,False,2011-01-08
Ken Strongman,1940-12-02,2019-12-29,False,2020-01-22
Les Strongman,1924-08-23,2019-08-08,False,2006-10-08
Barry Stroud,1935-05-18,2019-08-09,False,2007-11-11
Vlado Strugar,1922-12-28,2019-08-24,False,2014-03-17
Herbert Stuart (priest),1924-02-14,2019-02-24,False,2011-09-28
