Name,Birth,Death,Covid,Created
Woodie Flowers,1943-11-18,2019-10-11,False,2004-12-21
Sally Floyd,1950-05-20,2019-08-25,False,2010-05-18
Joseph Flummerfelt,1937-02-24,2019-03-01,False,2019-03-06
Katie Flynn,1936-04-19,2019-01-01,False,2008-08-13
Paul Flynn (politician),1935-02-09,2019-02-17,False,2004-01-05
Dumitru Focșeneanu,1935-11-08,2019-06-20,False,2007-09-16
Art Foley,1928-12-14,2019-10-28,False,2006-06-01
Sylvester R. Foley Jr.,1928-04-19,2019-12-31,False,2012-08-03
Peter Folkes,1923-11-03,2019-01-07,False,2017-03-14
Vladimir Fomichyov,1960-08-15,2019-08-15,False,2009-05-22
Gilles Fontaine,1948-04-19,2019-11-01,False,2019-11-04
Jean-Marc Fontaine,1944-03-13,2019-01-29,False,2010-02-07
Len Fontaine,1948-02-25,2019-03-25,False,2008-11-27
René Fontès,1941-06-11,2019-03-17,False,2019-04-06
Duncan Forbes (footballer),1941-06-19,2019-10-23,False,2006-08-01
Jim Forbes (Australian politician),1923-12-16,2019-08-10,False,2007-11-16
Desmond Ford,1929-02-02,2019-03-11,False,2005-07-05
Doug Ford (cricketer),1928-12-16,2019-06-30,False,2016-12-28
David Forden,1930-04-19,2019-02-12,False,2019-02-14
Yves Forest,1921-06-25,2019-07-18,False,2008-08-23
Robert Forguites,1938-11-24,2019-04-08,False,2018-09-19
Robert Forster,1941-07-13,2019-10-11,False,2004-04-15
Marron Curtis Fort,1938-10-24,2019-12-18,False,2015-03-07
Kyle Forti,1989-04-19,2019-03-03,False,2019-03-09
Pierre Fortier,1932-11-15,2019-06-22,False,2013-05-30
Rick Forzano,1928-11-20,2019-01-10,False,2006-02-19
Larry Foss,1936-04-18,2019-06-15,False,2010-08-03
Grethe G. Fossum,1945-11-01,2019-11-28,False,2017-08-06
Viggo Fossum,1949-12-04,2019-04-23,False,2019-04-26
Charles Foster (hurdler),1953-07-02,2019-03-31,False,2010-09-12
David Foster (film producer),1929-04-19,2019-12-23,False,2019-12-28
Dianne Foster,1928-10-31,2019-07-27,False,2006-10-08
Frank Foster (rugby league),1940-04-25,2019-12-20,False,2009-01-12
Fred Foster,1931-07-26,2019-02-20,False,2003-11-30
Reb Foster,1936-03-18,2019-08-25,False,2019-08-27
Bob Fouts,1921-12-19,2019-07-07,False,2013-03-05
Fred Fox (musician),1914-07-14,2019-05-21,False,2014-07-30
James Carroll Fox,1928-11-06,2019-03-23,False,2009-03-04
"Peter Fox (rugby league, born 1933)",1933-03-30,2019-02-25,False,2006-08-31
Arthur Frackenpohl,1924-04-23,2019-06-08,False,2006-10-18
Dana Fradon,1922-04-14,2019-10-03,False,2019-10-18
Edward Fraenkel,1927-05-28,2019-04-27,False,2011-12-17
Ken France,1941-02-22,2019-08-30,False,2009-09-22
Michael Francis (footballer),1947-05-01,2019-03-07,False,2015-10-11
Lady Francisco,1940-01-07,2019-05-25,False,2020-01-08
Clement von Franckenstein,1944-05-28,2019-05-09,False,2019-06-01
Franco Ortolani,1943-08-29,2019-11-22,False,2020-04-04
Walter Franco,1945-01-06,2019-10-24,False,2009-06-01
Charles François (systems scientist),1922-04-19,2019-07-31,False,2007-03-06
Guy François (footballer),1947-04-19,2019-06-03,False,2011-10-02
Bob Frank,1944-02-26,2019-07-18,False,2010-11-06
Gert Frank,1956-03-15,2019-01-19,False,2009-10-26
Noble Frankland,1922-07-04,2019-10-31,False,2008-07-12
Lidija Franklin,1917-05-17,2019-12-05,False,2006-08-19
Donald M. Fraser,1924-02-20,2019-06-02,False,2004-12-05
Kathleen Fraser (poet),1935-03-22,2019-02-05,False,2007-02-21
Kelly Fraser,1993-08-08,2019-12-24,False,2018-02-13
Sally Fraser,1932-12-12,2019-01-13,False,2008-02-14
Andrea Fraunschiel,1955-05-08,2019-08-04,False,2019-12-01
James Frawley,1936-04-19,2019-01-22,False,2006-10-06
Michael Fray,1947-04-19,2019-11-06,False,2010-09-29
Willie Frazer,1960-07-08,2019-06-28,False,2006-02-28
Mel Frederick,1929-11-24,2019-08-19,False,2019-09-05
Frederico Rosa,1957-04-06,2019-02-17,False,2008-03-04
Knut Fredriksson,1930-03-03,2019-05-19,False,2015-08-06
Marie Fredriksson,1958-05-30,2019-12-09,False,2004-03-29
Jill Freedman,1939-10-19,2019-10-09,False,2017-03-05
Phil Freelon,1953-03-26,2019-07-09,False,2009-04-15
Gerald Freihofner,1946-07-30,2019-10-21,False,2009-06-07
Håkon Wexelsen Freihow,1927-04-06,2019-03-01,False,2011-05-28
Nilcéa Freire,1953-04-19,2019-12-28,False,2015-09-10
Diogo Freitas do Amaral,1941-07-21,2019-10-03,False,2005-03-01
Albina Marçal Freitas,1958-02-12,2019-12-29,False,2020-01-21
Salvador Freixedo,1923-04-19,2019-10-25,False,2012-12-29
Don Frerichs,1931-01-03,2019-06-27,False,2019-06-30
Kevin Fret,1993-06-11,2019-01-10,False,2019-01-10
Graham Freudenberg,1934-05-12,2019-07-26,False,2006-02-07
Louis Frey Jr.,1934-01-11,2019-10-14,False,2006-09-09
Jaroslav Erik Frič,1949-08-14,2019-05-24,False,2008-05-19
Irwin Fridovich,1929-08-02,2019-11-02,False,2007-11-03
Bob Friend,1930-11-24,2019-02-03,False,2005-05-16
Giuseppe Frigo,1935-03-30,2019-12-07,False,2015-01-29
Bernt Frilén,1945-06-03,2019-05-07,False,2007-11-05
Arline Friscia,1934-11-13,2019-10-16,False,2010-06-03
Jim Fritsche,1931-12-10,2019-02-28,False,2013-02-14
Donnie Fritts,1942-11-08,2019-08-27,False,2009-05-13
Helmuth Froschauer,1933-04-19,2019-08-18,False,2019-10-16
Ivo Frosio,1930-04-27,2019-04-18,False,2011-09-20
Sorin Frunzăverde,1960-04-26,2019-11-03,False,2008-09-08
Bob Fry,1930-11-11,2019-11-10,False,2007-06-21
Hayden Fry,1929-02-28,2019-12-17,False,2003-10-19
Fu Xinqi,1919-04-19,2019-04-26,False,2019-05-12
Fu Zhengyi,1925-04-19,2019-11-15,False,2019-11-20
Te'o J. Fuavai,1936-11-24,2019-06-12,False,2019-06-27
Anke Fuchs,1937-07-05,2019-10-14,False,2009-08-31
Amalia Fuentes,1940-08-27,2019-10-05,False,2013-02-13
Oluf Fuglerud,1924-08-17,2019-08-02,False,2015-06-01
Petra Fuhrmann,1955-10-19,2019-07-22,False,2019-12-02
Yuzuru Fujimoto,1935-04-19,2019-06-10,False,2015-04-29
Julio Fuller,1956-07-06,2019-02-21,False,2012-06-27
Margaret Fulton,1924-10-06,2019-07-24,False,2007-04-30
Yuan-Cheng Fung,1919-04-19,2019-12-15,False,2004-05-12
Vicki Funk,1947-11-26,2019-10-22,False,2015-03-27
Philip Furia,1943-11-15,2019-04-03,False,2008-02-28
Robert Furlonger,1921-04-28,2019-01-19,False,2016-03-06
Else Kollerud Furre,1922-08-12,2019-08-05,False,2019-10-28
Yasuo Furuhata,1934-08-19,2019-05-20,False,2004-03-22
Heinz Fütterer,1931-10-14,2019-02-10,False,2006-10-14
Nina Fyodorova,1947-07-18,2019-01-27,False,2006-07-26
Clark James Gable,1988-04-19,2019-02-22,False,2014-07-01
Billy Gabor,1922-05-13,2019-06-04,False,2007-06-08
Analía Gadé,1931-10-28,2019-05-18,False,2008-09-05
David Gadsby,1947-03-26,2019-03-03,False,2011-12-19
S. Thomas Gagliano,1931-11-10,2019-04-13,False,2016-12-01
Ahmed Gaid Salah,1940-01-13,2019-12-23,False,2014-03-26
Diane Gaidry,1964-10-11,2019-01-30,False,2009-10-05
Lamia Al-Gailani Werr,1938-03-08,2019-01-18,False,2019-01-23
Ernest J. Gaines,1933-01-15,2019-11-05,False,2004-09-23
Fernando Gaitán,1960-11-09,2019-01-29,False,2007-01-18
Mónica Galán,1950-10-16,2019-01-15,False,2020-01-21
Alexis Galanos,1940-08-30,2019-07-15,False,2008-02-22
Joseph Anthony Galante,1938-07-02,2019-05-25,False,2006-03-14
John Gale (poker player),1953-12-13,2019-11-18,False,2005-08-21
Pierre Galet,1921-01-28,2019-12-31,False,2008-02-24
Svatoslav Galík,1938-01-31,2019-11-27,False,2010-05-02
Martí Galindo,1937-05-21,2019-03-03,False,2019-03-04
John E. Gallagher,1958-02-15,2019-03-02,False,2013-08-13
Patrick X. Gallagher,1935-01-02,2019-03-10,False,2019-02-08
Dionisio Gallarati,1923-05-08,2019-05-15,False,2018-08-25
Miguel Gallastegui,1918-02-25,2019-01-04,False,2019-01-06
Patricia Gallerneau,1954-04-19,2019-07-07,False,2017-06-22
Nanni Galli,1940-10-02,2019-10-12,False,2004-04-26
Rod Galt,1951-10-09,2019-04-09,False,2007-04-20
Pedro Gamarro,1955-01-08,2019-05-07,False,2006-09-03
Babayo Garba Gamawa,1966-02-02,2019-06-14,False,2012-05-09
Francesc Gambús,1974-05-21,2019-11-23,False,2019-11-24
Peter Gammond,1925-04-19,2019-05-06,False,2015-08-10
Gus Ganakas,1926-07-03,2019-01-11,False,2009-03-26
George Ganchev,1939-08-29,2019-08-19,False,2014-02-25
Madan Gopal Gandhi,1940-08-31,2019-01-26,False,2015-07-08
Nature Ganganbaigal,1990-04-19,2019-06-13,False,2014-12-21
Bruno Ganz,1941-03-22,2019-02-16,False,2004-01-26
Gao Changqing,1960-01-01,2019-01-08,False,2019-01-21
Gao Chengyong,1964-11-10,2019-01-03,False,2018-03-30
Gao Di (politician),1927-04-19,2019-10-26,False,2015-09-08
Godfrey Gao,1984-04-19,2019-11-27,False,2012-07-21
Gao Heng (legal scholar),1930-04-19,2019-08-22,False,2019-08-28
Gao Yubao,1927-04-06,2019-12-05,False,2019-12-12
Varoujan Garabedian,1954-03-07,2019-01-29,False,2007-03-15
Evangelina García Prince,1934-04-19,2019-06-03,False,2019-06-07
Elva Martha García Rocha,1947-07-11,2019-03-03,False,2019-04-07
Héctor García-Molina,1954-04-19,2019-11-25,False,2006-05-04
Alan García,1949-05-23,2019-04-17,False,2003-10-05
Eddie Garcia,1929-05-02,2019-06-20,False,2006-07-12
María Luisa García,1919-07-07,2019-10-12,False,2019-10-15
Radamel García,1957-04-16,2019-01-03,False,2018-10-27
Til Gardeniers-Berendsen,1925-02-18,2019-10-22,False,2009-07-21
John Gardner (legal philosopher),1965-03-23,2019-07-11,False,2005-02-15
Les Gardner,1923-04-19,2019-05-28,False,2016-01-04
Richard N. Gardner,1927-07-09,2019-02-16,False,2007-01-27
Makhmut Gareev,1923-06-23,2019-12-25,False,2007-09-03
Jack Garfein,1930-07-02,2019-12-30,False,2006-11-30
Mange Ram Garg,1936-04-19,2019-07-21,False,2015-01-25
David Garman,1922-05-09,2019-01-04,False,2015-10-14
Nick Garratt,1947-12-06,2019-07-08,False,2006-06-13
Jack Garrick (footballer),1926-07-22,2019-01-06,False,2015-02-23
Norman Garwood,1946-01-08,2019-04-13,False,2009-01-01
Patricia Garwood,1941-01-28,2019-02-24,False,2012-02-18
Russell Gary,1959-07-31,2019-03-10,False,2007-05-08
Graziano Gasparini,1924-07-31,2019-11-30,False,2015-09-15
Aubrey Gatewood,1938-11-17,2019-06-05,False,2007-08-11
Bryce Gaudry,1942-11-23,2019-10-04,False,2006-03-18
Cally Gault,1927-12-22,2019-04-19,False,2019-11-01
André Gaumond,1936-06-03,2019-12-14,False,2019-12-16
Babulal Gaur,1929-06-02,2019-08-21,False,2005-06-21
Leo Gauriloff,1956-10-05,2019-08-23,False,2019-09-09
Ezia Gavazza,1928-04-19,2019-04-18,False,2020-03-24
Muhammadu Gawo,1954-04-19,2019-12-31,False,2020-01-01
Tesfaye Gebreyesus,1935-04-19,2019-08-24,False,2019-08-25
Martin Geck,1936-03-19,2019-11-22,False,2019-05-06
Geetanjali (actress),1947-04-19,2019-10-31,False,2016-06-20
Philip Geier,1935-02-22,2019-06-19,False,2009-03-30
Paul Geis,1953-02-23,2019-10-30,False,2017-11-09
Lothar Geisler,1936-12-08,2019-04-28,False,2011-05-08
Norman Geisler,1932-07-21,2019-07-01,False,2005-07-25
Richard Geist,1944-11-21,2019-08-29,False,2008-09-16
Leslie H. Gelb,1937-03-04,2019-08-31,False,2005-07-25
Max van Gelder,1924-10-20,2019-12-07,False,2016-03-19
Samuel Gelfman,1931-05-30,2019-08-15,False,2019-08-18
Víctor Genes,1961-06-29,2019-03-17,False,2010-07-11
Tony Gennari,1942-04-19,2019-05-22,False,2019-02-13
"Georg, Duke of Hohenberg",1929-04-25,2019-07-25,False,2007-01-17
Ian George,1934-08-12,2019-01-29,False,2011-02-15
Elemér Gergátz,1942-05-06,2019-06-19,False,2011-06-02
André Gerolymatos,1951-04-19,2019-05-30,False,2005-11-10
Georg Gerster,1928-04-30,2019-02-08,False,2006-04-02
Charles Gessler,1933-05-26,2019-04-27,False,2019-04-30
Georgie Anne Geyer,1935-04-02,2019-05-15,False,2006-05-04
Robert Ghanem,1942-05-08,2019-02-10,False,2014-05-03
Firoz Ghanty,1952-08-14,2019-12-03,False,2019-12-04
Rajesh Ghodge,1975-01-15,2019-01-13,False,2019-12-26
Maya Ghosh,1949-12-31,2019-05-19,False,2019-10-30
Valentino Giambelli,1928-03-08,2019-03-27,False,2009-05-13
Domenico Giannace,1924-04-19,2019-03-28,False,2019-03-31
Thanasis Giannakopoulos,1931-04-19,2019-03-19,False,2008-10-22
Osvalda Giardi,1932-12-19,2019-07-01,False,2012-11-16
Joe Gibbon,1935-04-10,2019-02-20,False,2007-09-06
Ian Gibbons (musician),1952-07-18,2019-08-01,False,2005-09-19
Julie Gibson,1913-04-19,2019-10-02,False,2009-03-16
Kenneth A. Gibson,1932-05-15,2019-03-29,False,2005-12-08
Fulati Gidali,1911-04-19,2019-08-22,False,2019-08-25
Réal Giguère,1933-05-24,2019-02-11,False,2007-07-21
Kerry Reed-Gilbert,1956-10-24,2019-07-13,False,2019-07-16
Dave Gilbert (politician),1935-03-31,2019-07-01,False,2015-10-25
João Gilberto,1931-06-10,2019-07-06,False,2004-03-05
Theodore E. Gildred,1935-10-18,2019-01-03,False,2017-05-30
Mary Stuart Gile,1936-03-24,2019-10-15,False,2018-09-20
Frank Giles,1919-07-31,2019-10-30,False,2006-03-19
James Gill (New Zealand cricketer),1928-04-11,2019-06-30,False,2016-05-12
Liam Gilmartin,1921-05-31,2019-03-02,False,2019-03-03
Elka Gilmore,1960-03-17,2019-07-06,False,2019-12-25
Andrés Gimeno,1937-08-03,2019-10-09,False,2005-05-29
Felice Gimondi,1942-04-19,2019-08-16,False,2003-08-13
Violeta Gindeva,1946-06-14,2019-04-21,False,2019-12-01
Salvador Giner,1934-02-10,2019-10-19,False,2011-09-16
Charles Ginnever,1931-08-28,2019-06-16,False,2008-03-15
Marcello Giordani,1963-01-25,2019-10-05,False,2008-11-29
Tommy Giordano,1925-10-09,2019-02-14,False,2010-12-03
Florence Giorgetti,1944-02-15,2019-10-31,False,2014-09-17
Lamberto Giorgis,1932-04-19,2019-08-30,False,2019-09-01
John Giorno,1936-12-04,2019-10-11,False,2004-12-13
Alberto Giovannini,1955-04-19,2019-04-25,False,2019-05-07
Philip Gips,1931-03-28,2019-10-03,False,2019-10-16
Catherine R. Gira,1932-10-30,2019-03-26,False,2019-04-04
Joe Girard,1928-11-01,2019-02-28,False,2005-11-18
Elina Gismeeva,1992-05-06,2019-08-04,False,2020-01-20
Ira Gitler,1928-12-18,2019-02-23,False,2007-03-06
Jon Gittens,1964-01-22,2019-05-10,False,2006-12-07
Sara Gizaw,1929-01-01,2019-02-17,False,2006-03-17
Antoine Gizenga,1925-10-05,2019-02-24,False,2005-12-15
Jim Glaser,1937-12-16,2019-04-06,False,2008-05-21
Eliot Glassheim,1938-02-10,2019-12-25,False,2008-03-22
Nathan Glazer,1923-02-25,2019-01-19,False,2003-11-09
Freddie Glidden,1927-04-19,2019-01-01,False,2007-08-16
Ib Glindemann,1934-04-19,2019-04-05,False,2008-05-29
Fred Gloden,1918-12-21,2019-02-25,False,2014-12-04
Earnest F. Gloyna,1921-06-30,2019-01-09,False,2019-01-27
Pascal Gnazzo,1920-11-05,2019-08-28,False,2015-03-04
Ingvald Godal,1934-10-26,2019-01-28,False,2008-11-02
Doris Goddard,1930-03-01,2019-07-29,False,2019-08-03
Thomas Goddard (jurist),1937-05-20,2019-03-14,False,2019-03-16
Trish Godman,1939-10-31,2019-07-21,False,2006-02-18
Robert Godshall,1933-05-15,2019-11-24,False,2008-09-15
Godzilla (singer),2006-04-19,2019-02-13,False,2015-10-27
Robert Guestier Goelet,1923-04-19,2019-10-09,False,2019-10-13
Maurílio de Gouveia,1932-08-05,2019-03-19,False,2019-03-21
Subir Gokarn,2009-11-24,2012-12-31,False,2009-11-09
John Gokongwei,1926-08-11,2019-11-09,False,2006-04-03
Herb Goldberg,1937-07-14,2019-04-05,False,2006-04-19
Leonard Goldberg,1934-01-24,2019-12-04,False,2005-04-30
Henry Golde,1929-05-05,2019-10-18,False,2009-12-19
Rolland Golden,1931-11-08,2019-07-01,False,2009-04-25
Cécile Goldet,1914-03-15,2019-10-27,False,2019-11-16
Veniamin Iosifovich Goldfarb,1941-02-01,2019-11-12,False,2019-11-22
Gary Goldschneider,1939-05-22,2019-10-05,False,2010-01-30
Jonathan Goldstein (composer),1968-04-19,2019-08-25,False,2008-07-10
Sidney Goldstein,1927-08-04,2019-08-05,False,2018-09-23
Steve Golin,1955-03-06,2019-04-21,False,2005-11-29
David Golomb,1933-02-04,2019-06-27,False,2009-10-08
Oleg Golovanov,1934-12-17,2019-05-24,False,2008-12-21
Max Golser,1940-05-04,2019-04-23,False,2019-08-27
Zagorka Golubović,1930-03-08,2019-03-13,False,2013-08-28
Edgardo Gomez,1938-11-07,2019-12-01,False,2014-08-25
Eduardo Gómez (actor),1951-07-27,2019-07-28,False,2006-02-04
Bill Gompers,1928-03-20,2019-05-03,False,2015-04-11
Jose Mari Gonzales,1938-07-26,2019-04-16,False,2013-02-15
Abel González Chávez,1943-07-26,2019-08-27,False,2008-08-02
Rosa González Román,1942-07-23,2019-01-21,False,2019-01-22
Óscar González-Quevedo,1930-12-15,2019-01-09,False,2009-01-20
Diana González,1993-04-19,2019-11-01,False,2019-11-15
Edith González,1964-12-10,2019-06-13,False,2005-07-29
Goo Hara,1991-01-03,2019-11-24,False,2010-03-06
Mary L. Good,1931-06-20,2019-11-20,False,2007-01-21
Bill Goodacre,1951-08-15,2019-01-27,False,2009-05-13
Marvin Goodfriend,1950-11-06,2019-12-05,False,2017-09-01
Norman Goodman,1923-12-30,2019-01-24,False,2009-04-17
Roger Goossens,1926-12-07,2019-12-21,False,2019-09-14
Coluthur Gopalan,1918-11-29,2019-10-03,False,2011-12-21
Kadri Gopalnath,1949-12-06,2019-10-11,False,2005-05-10
Nikolai Gorbachev,1948-05-15,2019-04-09,False,2008-11-19
Donald Gordon (South African businessman),1930-06-24,2019-11-21,False,2006-08-13
Fitzroy Gordon,1954-03-19,2019-04-30,False,2019-05-01
Monty Gordon,1932-04-29,2019-07-26,False,2018-04-08
Martin Gore (oncologist),1951-04-19,2019-01-10,False,2019-01-12
Claude Goretta,1929-06-23,2019-02-20,False,2005-10-22
Donald Gosling,2009-03-02,2015-04-02,False,2012-04-28
Stephen S. Goss,1961-11-16,2019-08-24,False,2019-01-15
Gordie Gosse,1955-04-19,2019-11-14,False,2005-11-27
C. Peter R. Gossels,1930-08-11,2019-10-25,False,2012-03-29
Ruth Gotlieb,1923-05-16,2019-07-23,False,2019-07-25
Karel Gott,1939-07-14,2019-10-01,False,2004-05-22
Mukesh Goud,1959-07-01,2019-07-29,False,2011-03-24
Niki Goulandris,1925-04-19,2019-02-09,False,2006-08-21
Boon Gould,1955-03-04,2019-04-30,False,2007-03-17
Julius Gould,1924-10-13,2019-12-04,False,2006-09-04
Rene Goulet,1932-07-12,2019-05-25,False,2005-11-22
Xavier Gouyou-Beauchamps,1937-04-25,2019-01-15,False,2019-01-23
Nello Governato,1938-04-19,2019-06-07,False,2019-06-10
Amédée Grab,1930-02-03,2019-05-19,False,2019-05-20
Wense Grabarek,1919-05-21,2019-12-15,False,2019-05-30
Bernard F. Grabowski,1923-06-11,2019-08-30,False,2007-06-01
Brendan Grace,1951-04-01,2019-07-11,False,2004-01-16
Warren A. Grady,1924-03-03,2019-12-14,False,2013-11-29
Jean-Pierre Grafé,1932-03-31,2019-05-16,False,2019-05-30
Omar Graffigna,1979-01-26,1981-12-17,False,2011-02-17
Andrew Graham-Yooll,1944-04-19,2019-07-05,False,2006-03-30
Fred Graham (correspondent),1931-10-06,2019-12-28,False,2006-01-19
"Sir John Graham, 4th Baronet",1926-07-15,2019-12-11,False,2012-08-21
Peter Graham (barrister),1934-01-07,2019-10-20,False,2019-01-27
Bengt-Erik Grahn,1941-04-30,2019-11-21,False,2012-04-16
Luis Grajeda (basketball),1937-06-21,2019-01-15,False,2012-06-05
Kjell Grandhagen,1954-10-07,2019-05-03,False,2014-03-01
Patrick Grandperret,1946-10-24,2019-03-09,False,2009-12-15
Julia Grant (transgender activist),1954-04-19,2019-01-02,False,2019-01-06
Francisco Grau,1947-01-22,2019-07-21,False,2007-06-16
Ernest Graves Jr.,1924-07-06,2019-05-21,False,2008-07-11
Alasdair Gray,1934-12-28,2019-12-29,False,2003-11-17
Allan Gray (investor),1938-04-08,2019-11-10,False,2016-01-12
Francine du Plessix Gray,1930-04-19,2019-01-13,False,2007-09-14
John Hunter Gray,1934-02-14,2019-01-07,False,2019-05-31
Ronald Gray (athlete),1932-08-04,2019-08-17,False,2017-12-23
Anthony Graziano,1940-11-12,2019-05-25,False,2008-04-02
Eli Grba,1934-08-09,2019-01-14,False,2007-07-25
David Greaves,1946-04-19,2019-10-05,False,2015-08-07
Zdravko Grebo,1947-07-30,2019-01-29,False,2012-03-15
Prosper Grech,1925-12-24,2019-12-30,False,2012-01-10
Moacyr Grechi,1936-01-19,2019-06-17,False,2019-06-18
Ralph S. Greco,1942-05-25,2019-03-31,False,2017-09-06
Bubba Green,1957-04-19,2019-06-21,False,2011-12-18
Donnie Green,1948-07-21,2019-08-28,False,2007-02-28
Johnny Green (gridiron football),1937-10-12,2019-04-24,False,2007-09-03
Lenny Green,1933-01-06,2019-01-06,False,2007-01-06
Pumpsie Green,1933-10-27,2019-07-17,False,2004-12-12
Richard Green (sexologist),1936-06-06,2019-04-06,False,2005-11-09
Ted Green,1940-03-23,2019-10-08,False,2005-10-05
Benjamin J. Greenberg,1933-12-02,2019-06-03,False,2013-04-22
Stewart Greene,1928-06-24,2019-06-29,False,2019-07-05
Tony Greenfield,1931-04-26,2019-03-19,False,2009-12-08
Paul Greengard,1925-12-11,2019-04-13,False,2004-08-12
Forrest Gregg,1933-10-18,2019-04-12,False,2005-02-11
Linda Gregg,1942-04-19,2019-03-20,False,2006-06-22
A. James Gregor,1929-04-02,2019-08-30,False,2004-03-30
Ugo Gregoretti,1930-04-19,2019-07-05,False,2008-08-27
Jack Gregory (defensive end),1944-10-03,2019-03-02,False,2007-02-07
Jim Gregory (ice hockey),1935-11-04,2019-10-30,False,2007-06-28
Richard Gregson,1930-05-05,2019-08-21,False,2015-07-09
Ivo Gregurević,1952-10-07,2019-01-01,False,2005-08-14
William Greider,1936-08-06,2019-12-25,False,2004-11-27
Dale Greig,1937-05-15,2019-05-12,False,2008-05-08
Hermann L. Gremliza,1940-11-20,2019-12-20,False,2005-12-03
Clinton Greyn,1933-04-19,2019-03-19,False,2008-06-20
Hans R. Griem,1928-10-07,2019-10-02,False,2020-02-25
James Griffin (philosopher),1933-07-08,2019-11-21,False,2009-10-06
Jasper Griffin,1937-05-29,2019-11-22,False,2006-08-25
Pat Griffin,1944-04-19,2019-10-29,False,2009-09-05
W. E. B. Griffin,1929-11-10,2019-02-12,False,2005-01-31
Yelena Grigoryeva,1978-04-19,2019-07-21,False,2019-07-24
Raven Grimassi,1951-04-12,2019-03-10,False,2005-10-14
George Grindley,1925-10-22,2019-02-12,False,2019-02-21
Oleg Grinevsky,1930-06-03,2019-02-05,False,2010-01-01
Karl Grob,1946-05-30,2019-04-20,False,2017-08-05
Skip Groff,1948-11-20,2019-02-18,False,2019-02-28
Dick de Groot,1920-12-15,2019-07-20,False,2006-12-10
Orlando Grootfaam,1974-10-20,2019-08-07,False,2008-03-25
Alex Grossmann,1930-08-05,2019-02-12,False,2005-03-15
Alan Grover,1944-04-19,2019-05-12,False,2008-12-20
Jacob W. Gruber,1921-02-26,2019-06-02,False,2013-02-24
Samuel H. Gruber,1938-05-14,2019-04-18,False,2006-10-23
Ayşen Gruda,1944-08-22,2019-01-23,False,2010-07-15
Svante Grundberg,1943-11-09,2019-04-25,False,2019-04-28
Anthony Grundy,1979-04-15,2019-11-14,False,2006-10-14
Gabriele Grunewald,1986-06-25,2019-06-11,False,2014-02-26
Odette Grzegrzulka,1947-03-01,2019-11-30,False,2019-12-04
Joe Grzenda,1937-06-08,2019-07-12,False,2008-09-09
Gu Fangzhou,1926-04-19,2019-01-02,False,2019-01-06
Gu Linfang,1928-04-19,2019-02-16,False,2019-03-16
Gloria Guardia,1940-04-19,2019-05-13,False,2006-07-09
Ennio Guarnieri,1930-10-12,2019-07-01,False,2012-07-07
Steven Gubser,1972-05-04,2019-08-03,False,2009-07-04
Henry Rice Guild,1928-10-22,2019-04-22,False,2006-07-17
Rosemary Ellen Guiley,1950-07-08,2019-07-18,False,2011-12-23
Jeanne Guillemin,1943-03-06,2019-11-15,False,2007-02-25
Christian Guilleminault,1938-04-19,2019-07-09,False,2008-04-01
Lucien Guillier,1926-12-19,2019-12-04,False,2012-05-13
Jean Guillou,1930-04-18,2019-01-26,False,2006-02-25
Jean Guillou (gymnast),1931-06-24,2019-08-29,False,2019-07-25
Paddy Guinane,1939-01-31,2019-12-08,False,2007-04-28
Joan Guinjoan,1931-11-28,2019-01-01,False,2018-12-12
Bonnie Guitar,1923-03-25,2019-01-13,False,2007-03-30
Dante Gullo,1947-06-08,2019-05-03,False,2019-05-06
Thomas Gulotta,1944-04-27,2019-08-04,False,2005-08-20
Erzsébet Gulyás-Köteles,1924-11-03,2019-06-16,False,2012-06-29
Sithembile Gumbo,1963-04-19,2019-04-15,False,2019-04-17
D. Shelton A. Gunaratne,1940-01-22,2019-03-08,False,2011-12-18
Angeline Gunathilake,1939-12-23,2019-03-29,False,2019-04-03
John G. Gunderson,1942-06-20,2019-01-11,False,2017-03-22
Gunnar Smoliansky,1933-07-11,2019-12-12,False,2019-12-13
Guo Dehong,1942-04-19,2019-10-22,False,2019-10-28
Guo Kun,1935-04-19,2019-04-03,False,2019-04-13
Guo Zhenqian,1933-04-19,2019-08-13,False,2019-08-20
José Antonio Gurriarán,1938-07-07,2019-03-31,False,2007-12-19
Bengt Gustafsson (general),1933-12-02,2019-03-15,False,2016-05-25
Terje Moe Gustavsen,1954-10-20,2019-05-04,False,2006-02-07
Georges Gutelman,1938-12-06,2019-11-05,False,2019-11-08
Dinualdo Gutierrez,1939-02-20,2019-02-10,False,2019-02-10
Alberto Gutman,1959-01-04,2019-02-17,False,2006-07-12
Gary Gutting,1942-04-11,2019-01-18,False,2014-07-07
Guttorm Guttormsgaard,1938-04-19,2019-10-26,False,2019-12-18
Andrei Guzienko,1964-04-15,2019-05-14,False,2016-05-26
Kwame Gyekye,1939-11-10,2019-04-13,False,2005-03-19
Kálmán Györgyi,1939-05-24,2019-02-17,False,2012-12-30
Hà Văn Tấn,1937-08-16,2019-11-27,False,2012-10-01
Friederike de Haas,1944-08-16,2019-06-17,False,2019-06-18
Cees Haast,1938-11-19,2019-01-18,False,2014-05-18
Knut Haavik,1943-12-04,2019-02-08,False,2010-01-16
John Habgood,1927-06-23,2019-03-06,False,2005-12-02
Mohammad-Nabi Habibi,1945-12-19,2019-01-29,False,2016-02-25
Thomas Habinek,1953-12-25,2019-01-19,False,2017-01-01
