Name,Birth,Death,Covid,Created
Madam Auring,1940-03-11,2020-10-30,False,2011-07-31
Abner M. Aust,1921-10-07,2020-06-16,False,2020-10-05
Luis Eduardo Aute,1943-09-13,2020-04-04,False,2006-12-18
Ray Authement,1928-11-19,2020-04-05,True,2013-06-23
Billy Autrey,1933-01-17,2020-09-12,False,2016-08-28
Dennis T. Avery,1936-10-24,2020-06-20,False,2007-10-29
Ramón Avilés,1952-01-22,2020-01-27,False,2006-07-07
Jean-Marc Avocat,1948-07-01,2020-10-04,False,2020-10-06
Igor Avrunin,1957-07-16,2020-01-07,False,2020-06-13
Brian Axsmith,1962-06-03,2020-05-05,True,2020-05-10
Hercules Ayala,1950-07-14,2020-01-22,False,2007-04-01
Haskel Ayers,1936-02-10,2020-01-08,False,2014-09-05
Jale Aylanç,1948-03-23,2020-07-07,False,2020-07-08
Helène Aylon,1931-02-04,2020-04-06,True,2005-10-09
Danny Ayres,1986-08-16,2020-02-01,False,2020-02-01
Kazım Ayvaz,1938-03-10,2020-01-19,False,2007-02-10
Edman Ayvazyan,1932-08-10,2020-03-25,True,2015-11-20
Saiful Azam,1941-07-01,2020-06-14,False,2011-08-27
Mark Azbel,1932-05-12,2020-03-31,False,2020-04-01
Georges Azenstarck,1934-07-01,2020-09-02,False,2020-09-07
Pahri Azhari,1962-07-03,2020-04-23,False,2020-05-19
Prince Azim of Brunei,1982-07-29,2020-10-24,False,2007-05-23
Tariq Aziz (TV personality),1936-04-28,2020-06-17,False,2009-01-17
Ülkü Azrak,1933-07-24,2020-04-15,True,2020-05-05
Daniel Azulay,1947-05-30,2020-03-27,True,2020-03-28
Carlo Azzini,1935-07-19,2020-01-12,False,2020-09-03
Frederick Azzopardi,1949-07-01,2020-10-17,False,2011-05-29
Peter van den Baar,1941-02-23,2020-03-11,False,2020-05-27
Ajibade Babalade,1972-03-29,2020-09-04,False,2007-10-08
Pete Babando,1925-05-10,2020-02-19,False,2006-06-11
Barbara A. Babcock,1938-07-06,2020-04-18,False,2010-04-06
Brad Babcock,1939-03-10,2020-06-02,False,2014-08-10
Erin Babcock,1981-06-06,2020-04-25,False,2015-05-06
Ágnes Babos,1944-05-12,2020-05-13,False,2011-07-08
B. Santosh Babu,1982-07-01,2020-06-15,True,2020-06-20
Zero Babu,1939-12-28,2020-10-21,False,2014-08-14
Nurul Islam Babul,1946-05-03,2020-07-13,True,2012-05-19
B. Babusivan,1964-11-04,2020-09-16,False,2008-12-23
Edward D. Baca,1938-07-27,2020-09-15,False,2008-02-23
Sadek Bachchu,1955-01-01,2020-09-14,True,2018-01-05
Hédi Baccouche,1930-01-15,2020-01-21,False,2007-10-15
Pierre-Antoine-Jean Bach,1932-07-29,2020-06-26,False,2020-06-29
Winston Backus,1920-10-12,2020-06-15,False,2009-12-07
Don Bacon (microbiologist),1926-04-06,2020-08-28,False,2020-08-29
Kevin Bacon (equestrian),1932-03-20,2020-03-12,False,2012-01-06
Gabriel Bacquier,1924-05-17,2020-05-13,False,2007-11-04
Dave Bacuzzi,1940-10-12,2020-04-21,True,2007-10-12
Gurdas Singh Badal,1931-08-06,2020-05-15,False,2016-12-31
Francesc Badia Batalla,1923-01-10,2020-08-14,False,2020-02-13
Badrul Feisal Abdul Rahim,1969-07-06,2020-05-31,False,2020-06-03
Roger Baens,1933-08-18,2020-03-26,False,2020-03-30
Reggie Bagala,1965-07-08,2020-04-09,True,2020-04-10
Mel Baggs,1980-08-15,2020-04-11,False,2007-02-23
Belco Bah,1958-07-01,2020-04-21,True,2020-04-25
Anthony Bailey (author),1933-01-05,2020-05-13,True,2007-05-08
Donald A. Bailey,1945-07-21,2020-03-09,False,2005-11-20
Gil Bailey,1936-07-01,2020-04-13,True,2020-04-16
Jim Bailey (athlete),1929-07-21,2020-03-31,False,2017-10-15
Lloyd W. Bailey,1928-03-24,2020-08-12,False,2008-05-15
William H. Bailey,1930-11-17,2020-04-13,False,2013-04-19
Bruce Baillie,1931-07-01,2020-04-10,False,2005-08-13
Bernard Bailyn,1922-09-09,2020-08-07,False,2004-02-01
Deirdre Bair,1935-06-21,2020-04-17,False,2006-04-13
