Name,Birth,Death,Covid,Created
Rubén Alfonso Ramírez,1936-03-04,2021-02-11,False,2021-02-11
Abdul Khaleq Alghanem,1958-07-01,2021-05-18,False,2019-11-10
Aisha Alhassan,1959-09-16,2021-05-07,False,2011-05-06
Akhtar Ali,1939-07-05,2021-02-07,False,2006-05-27
Shaukat Ali,1944-05-03,2021-04-02,False,2008-09-23
Ludmila Alioșina,1930-07-27,2021-02-16,False,2021-02-17
Artidjo Alkostar,1948-05-22,2021-02-28,False,2021-02-28
Clarence Allen (geologist),1925-02-15,2021-01-21,False,2007-08-04
William R. Allen (economist),1924-04-03,2021-01-15,False,2014-01-04
António Almeida Henriques,1961-05-05,2021-04-04,True,2021-04-08
Henrique do Rego Almeida,1936-11-16,2021-03-22,True,2021-03-25
Zoila Águila Almeida,1939-07-01,2021-01-31,True,2019-11-07
Robert de Almendra Freitas,1947-11-16,2021-04-05,True,2021-04-08
Patricio Hacbang Alo,1939-12-02,2021-04-13,False,2021-04-13
Tarhata Alonto-Lucman,1926-06-26,2021-02-26,False,2021-02-28
Ahmet Vefik Alp,1948-05-31,2021-01-10,False,2012-03-02
Mutaib Alsaqar,1959-01-22,2021-04-24,False,2021-04-24
Tomas Altamirano Duque,1934-01-10,2021-03-03,False,2012-09-04
Želimir Altarac Čičak,1947-08-21,2021-03-26,True,2017-03-03
Robert A. Altman,1947-02-23,2021-02-03,False,2006-11-22
Joe Altobelli,1932-05-26,2021-03-03,False,2005-09-19
Kenneth Z. Altshuler,1929-04-11,2021-01-06,True,2021-01-25
José Luis Álvarez de Castro,1918-07-01,2021-04-26,False,2021-05-06
José Alves,1934-08-10,2021-01-19,False,2006-10-09
Paul Amargier,1924-06-15,2021-01-08,False,2021-01-11
Victor Ambrus,1935-08-19,2021-02-10,False,2005-03-26
Xavier Ameil,1923-01-07,2021-04-18,False,2021-05-03
Kamal Amer,1942-06-13,2021-03-04,True,2021-03-13
Irit Amiel,1931-05-05,2021-02-16,False,2021-02-17
Pierre Amiet,1922-04-29,2021-04-20,False,2021-05-07
Noor Alam Khalil Amini,1952-12-18,2021-05-03,False,2020-05-24
Mangashti Amirian,1936-02-03,2021-04-29,False,2017-06-30
Amris,1957-12-29,2021-04-29,True,2021-04-29
G. Anand,1954-07-01,2021-05-07,True,2012-11-05
K. V. Anand,1966-10-30,2021-04-30,True,2006-08-31
Antony Anandarayar,1945-07-17,2021-05-04,True,2011-01-30
Georgi Ananiev,1950-04-12,2021-01-26,True,2015-01-01
Wencelito Andanar,1947-12-02,2021-04-22,True,2021-04-24
Art Anderson,1936-10-09,2021-02-25,False,2009-04-08
L. Desaix Anderson,1936-07-01,2021-02-11,False,2008-03-24
Ebba Andersson (footballer),1935-12-01,2021-02-19,False,2021-02-22
Alex Andjelic,1940-10-16,2021-03-24,True,2007-12-24
Bonifácio José Tamm de Andrada,1930-05-14,2021-01-05,True,2021-01-07
Lyubov Andreeva,1942-04-29,2021-04-15,False,2021-05-03
Howard Andrew,1934-07-01,2021-01-13,False,2007-06-08
Tatiana Filippovna Androsenko,1946-04-02,2021-03-29,False,2021-04-02
John Angelicoussis,1948-11-16,2021-04-10,False,2015-03-11
Marcelo Angiolo Melani,1938-09-15,2021-04-14,True,2021-04-15
Michèle Angirany,1925-04-09,2021-03-05,False,2007-04-11
Ernest Angley,1921-08-09,2021-05-07,False,2005-03-06
Joan Walsh Anglund,1926-01-03,2021-03-09,False,2015-04-07
Kent Angus,1952-07-31,2021-04-24,False,2019-06-16
Oleg Anikanov,1933-07-19,2021-04-24,False,2021-05-01
Yauhien Anischanka,1955-10-27,2021-05-16,False,2021-05-18
Marilena Ansaldi,1934-11-04,2021-02-09,False,2021-02-09
Ali Ansarian,1977-07-05,2021-02-03,True,2006-10-07
Maria Anspach,1933-04-22,2021-02-03,False,2021-02-18
Raosaheb Antapurkar,1958-08-12,2021-04-09,True,2020-09-06
Ron Anthony,1933-12-16,2021-01-19,False,2010-08-01
Nikolay Antoshkin,1942-12-19,2021-01-17,True,2016-04-14
Masahiro Anzai,1954-11-26,2021-03-15,False,2021-03-27
Alex Apolinário,1996-11-07,2021-01-07,False,2017-07-14
Andreas Apostolopoulos,1952-07-01,2021-02-15,False,2010-07-13
Edwin Apps,1931-05-14,2021-04-16,False,2011-01-26
Michael Apted,1941-02-10,2021-01-07,False,2004-03-13
Mehtap Ar,1957-04-06,2021-04-10,False,2021-04-12
Yitzhak Arad,1926-11-11,2021-05-06,False,2005-01-04
Cléber Eduardo Arado,1972-10-11,2021-01-02,True,2011-02-21
Marisa Aragón,1944-07-01,2021-05-10,False,2021-05-10
Akio Arakawa,1927-07-20,2021-03-21,False,2019-06-27
Zeev Aram,1931-10-05,2021-03-18,False,2015-07-02
Sagrario Aranburu,1930-04-17,2021-04-08,False,2021-04-10
C. Aranganayagam,1931-01-16,2021-04-29,False,2009-06-24
Carlos Aránguiz,1953-09-18,2021-01-03,False,2021-01-08
Fred Arbanas,1939-01-14,2021-04-16,False,2004-07-02
Mireya Arboleda,1928-07-01,2021-02-21,True,2021-02-24
I Gede Ardhika,1945-02-15,2021-02-20,False,2011-04-17
Tito Arecchi,1933-12-11,2021-02-15,False,2021-02-16
Miguel Arellano,1941-03-02,2021-05-10,False,2012-06-05
Luis Arencibia,1946-05-04,2021-03-22,False,2021-03-24
Alcira Argumedo,1940-05-07,2021-05-02,False,2011-06-23
Basrief Arief,1947-01-23,2021-03-23,False,2013-03-20
Wismoyo Arismunandar,1940-02-10,2021-01-28,False,2021-01-28
Edwin Ariyadasa,1922-12-03,2021-01-22,False,2012-06-27
Maria Arkadyevna Bespalaya,1948-11-25,2021-02-15,False,2021-02-17
Özcan Arkoç,1939-10-02,2021-02-17,False,2006-05-16
Ed Armbrister,1948-07-04,2021-03-17,False,2005-09-13
Davey Armstrong,1956-06-09,2021-02-08,False,2007-03-11
George Armstrong (ice hockey),1930-07-06,2021-01-24,False,2004-05-04
Robert Armstrong (racehorse trainer),1944-01-15,2021-02-05,False,2021-02-09
Jon Arnett,1935-04-20,2021-01-16,False,2005-12-08
Dave Arnold (politician),1971-12-07,2021-01-17,False,2020-02-29
Keith Arnold (bishop),1926-10-01,2021-01-17,False,2008-05-29
Frank Arok,1932-01-20,2021-01-12,False,2006-11-28
Gary K. Aronhalt,1949-03-12,2021-05-01,False,2021-05-17
Jean-Pierre Arrignon,1943-04-07,2021-04-13,False,2021-04-17
Hanna Arsenych-Baran,1970-06-26,2021-04-01,False,2021-04-02
Graham Arthur,1936-06-09,2021-01-10,False,2006-05-24
Junko Asahina,1953-08-10,2021-03-30,False,2021-04-21
Melanio Asensio,1936-05-18,2021-01-14,False,2017-07-12
Alan Ashcroft,1930-08-21,2021-01-26,False,2020-11-29
Neil Ashcroft,1938-11-27,2021-03-15,False,2012-12-18
Ansif Ashraf,1983-11-15,2021-01-27,False,2012-06-14
Emilia Asim-Ita,1988-07-01,2021-01-29,False,2021-01-30
Victor Asirvatham,1940-09-25,2021-05-11,False,2017-08-01
Alex Asmasoebrata,1951-06-23,2021-01-02,False,2021-01-03
Pieter Aspe,1953-04-03,2021-05-01,False,2004-11-16
Robina Asti,1921-04-07,2021-03-12,True,2021-03-23
Hans Rasmus Astrup (born 1939),1939-03-23,2021-04-23,False,2018-03-05
Maaher At-Thuwailibi,1992-07-14,2021-02-08,True,2021-02-09
Mercedes Ateca,1945-12-23,2021-01-23,False,2021-02-04
David Manyok Barac Atem,1959-01-01,2021-02-26,False,2021-04-12
Naim Attallah,1931-05-01,2021-02-02,False,2007-10-17
Luca Attanasio,1977-05-23,2021-02-22,False,2021-02-22
Mehdi Attar-Ashrafi,1948-12-23,2021-01-09,False,2017-06-30
Rex Aubrey,1935-02-04,2021-04-20,False,2016-09-23
Arun Auditto,1934-07-24,2021-04-21,False,2021-04-30
Guy Auffray,1945-02-08,2021-01-11,False,2021-01-13
Gerhard Augustin,1941-09-07,2021-03-17,False,2019-12-19
Paul Aulagnier,1943-05-25,2021-05-06,False,2020-07-02
Hubert Auriol,1952-06-07,2021-01-10,True,2005-12-27
Roy Austen-Smith,1924-06-28,2021-03-27,False,2015-06-07
Barry Austin,1968-09-17,2021-01-01,False,2006-01-05
Calixto Avena,1943-07-01,2021-01-21,True,2021-01-24
Bob Avian,1937-12-26,2021-01-21,False,2007-02-21
Yosef Avni,1924-12-25,2021-02-03,False,2004-04-25
Rateb Al-Awadat,1970-10-13,2021-03-26,False,2011-10-02
Maite Axiari,1949-07-01,2021-02-10,False,2021-02-10
Chedly Ayari,1933-08-21,2021-01-28,True,2021-01-27
Gérard Aygoui,1936-10-05,2021-03-12,False,2021-03-17
Mao Ayuth,1944-07-08,2021-04-15,True,2021-04-05
Nozar Azadi,1938-07-01,2021-02-26,False,2009-01-18
Rick Azar,1929-04-24,2021-03-25,False,2008-08-26
Kuryana Azis,1952-04-10,2021-03-08,True,2021-03-08
Taslim Azis,1964-06-23,2021-02-28,False,2021-03-04
Cástor Oswaldo Azuaje Pérez,1951-10-19,2021-01-08,True,2021-01-09
Hans van Baalen,1960-06-17,2021-04-29,False,2006-04-19
Éric Babin,1959-10-18,2021-01-11,False,2009-08-16
Edward Babiuch,1927-12-28,2021-02-01,False,2005-02-05
Nadiya Babych,1943-12-29,2021-04-12,False,2021-04-13
Celestino Bonifacio Bacalé,1957-09-24,2021-03-02,False,2008-05-30
Maria Bacelar do Nascimento,1941-07-01,2021-02-03,False,2021-03-03
Ralph Backstrom,1937-09-18,2021-02-07,False,2005-05-01
Jean-Pierre Bacri,1951-05-24,2021-01-18,False,2006-09-08
Ludovico Badoy,1951-09-09,2021-04-18,True,2021-04-20
Mona Badr,1936-11-15,2021-03-18,False,2021-03-20
Malik Badri,1932-02-16,2021-02-08,False,2021-02-08
Eva Badura-Skoda,1929-01-15,2021-01-08,False,2011-11-05
Dale Baer,1950-06-15,2021-01-15,False,2008-01-16
Manfred Baerns,1934-07-23,2021-02-02,False,2008-11-08
Jean-Pierre Baeumler,1948-07-01,2021-01-22,False,2021-01-24
Kwasi Sainti Baffoe-Bonnie,1950-07-01,2021-02-01,True,2021-02-02
Evert Båge,1925-08-25,2021-01-21,False,2020-10-30
Rajendrasingh Baghel,1945-10-24,2021-04-29,True,2020-11-26
Firouz Bagherzadeh,1930-05-31,2021-02-04,False,2021-02-05
Raúl Baglini,1949-12-23,2021-01-03,False,2017-01-12
Sjarifuddin Baharsjah,1931-05-16,2021-01-15,False,2021-01-15
Rostyslav Bahdasarov,1993-05-24,2021-03-13,False,2015-07-28
John Bailey (solicitor),1928-11-05,2021-02-22,False,2019-01-03
David Bailie,1937-12-04,2021-03-05,False,2006-03-30
Simon Bainbridge,1952-08-30,2021-04-02,False,2005-07-04
RaNae Bair,1943-03-09,2021-01-23,False,2009-02-06
Władysław Baka,1936-03-24,2021-03-03,False,2021-03-08
Maryan Bakalarczyk,1927-10-27,2021-04-09,False,2021-04-15
Rachel Bakam,1982-09-11,2021-04-13,False,2016-10-08
Ladislava Bakanic,1924-05-03,2021-02-26,False,2012-06-29
Hamed Bakayoko,1965-03-08,2021-03-10,True,2020-07-30
Colin Baker (Welsh footballer),1934-12-18,2021-04-11,False,2007-06-21
Heinze Bakker,1942-03-02,2021-04-16,False,2021-04-16
Eva Bal,1938-06-25,2021-05-09,False,2021-05-10
P. Balachandran,1952-02-02,2021-04-05,False,2012-08-12
Luis Balagué,1944-03-29,2021-02-18,False,2008-05-16
Đorđe Balašević,1953-05-11,2021-02-19,True,2002-10-19
Sándor Balassa,1935-01-20,2021-05-14,False,2020-05-15
Mahinda Balasuriya,1953-06-18,2021-04-29,False,2019-08-26
Agustín Balbuena,1945-09-01,2021-03-09,False,2008-10-25
Tine Balder,1924-02-02,2021-04-04,False,2021-04-09
Miodrag Baletić,1948-10-15,2021-03-12,False,2016-02-23
Mashari Al-Ballam,1971-12-12,2021-02-25,True,2021-03-26
Oldemiro Balói,1955-04-09,2021-04-12,False,2008-05-13
Luis Armando Bambarén Gastelumendi,1928-01-14,2021-03-19,True,2021-03-20
Milan Bandić,1955-11-22,2021-02-28,True,2005-09-05
Monica Bandini,1964-11-16,2021-04-19,False,2009-10-31
Anjan Bandyopadhyay,1965-08-24,2021-05-16,True,2021-05-16
Marghoob Banihali,1937-03-05,2021-04-27,False,2016-06-22
Bunki Bankaitis-Davis,1958-01-02,2021-01-29,False,2013-07-13
Vinod Kumar Bansal,1949-10-26,2021-05-03,True,2014-03-12
Mordechai Bar-On,1928-12-26,2021-03-07,False,2010-02-04
Czesław Baran,1937-08-25,2021-03-02,False,2021-03-08
Galina Baranovskaya,1936-05-22,2021-03-27,False,2021-04-21
Adrian Bărar,1960-01-15,2021-03-08,True,2021-03-10
Beatriz Barba,1928-09-16,2021-01-29,False,2018-03-31
Chris Barber,1930-04-17,2021-03-02,False,2005-01-05
Paul Barber (bishop),1935-09-16,2021-02-22,False,2008-06-01
William H. Barbour Jr.,1941-02-04,2021-01-08,False,2009-03-04
H. Douglas Barclay,1932-07-05,2021-03-14,False,2005-12-08
Mourid Barghouti,1944-07-08,2021-02-14,False,2006-03-13
Alexander Barinev,1952-04-09,2021-02-27,False,2021-02-28
Desmond Barker,1949-08-25,2021-03-17,False,2019-06-12
Serpil Barlas,1957-07-01,2021-02-20,False,2021-02-24
Bhumidhar Barman,1931-10-12,2021-04-18,False,2012-06-04
Chester Barnes,1947-01-27,2021-03-18,False,2012-11-02
Peter J. Barnes III,1956-04-26,2021-02-22,False,2007-04-01
Geoff Barnett (footballer),1946-10-16,2021-01-15,True,2006-08-02
Rafaela Baroni,1935-11-01,2021-03-08,False,2021-04-03
Xosé Ramón Barreiro,1936-12-02,2021-03-17,False,2021-03-17
Lida Barrett,1927-05-21,2021-01-28,False,2014-05-25
Michael J. Barron,1933-12-18,2021-02-28,False,2012-01-13
Ina Marija Bartaitė,1996-07-01,2021-04-07,False,2021-04-08
Ilona Bartalus,1940-09-11,2021-04-10,False,2021-04-12
Courtenay Bartholomew,1931-07-01,2021-05-07,False,2018-11-09
Paolo Bartolozzi,1957-09-12,2021-02-04,False,2021-02-05
Genebert Basadre,1984-01-05,2021-04-25,False,2006-12-20
Sidnal Shanmukhappa Basappa,1936-04-06,2021-04-27,False,2017-12-13
Dmitri Bashkirov,1931-11-01,2021-03-07,False,2005-03-12
George Bass (archaeologist),1932-12-09,2021-03-02,False,2007-01-13
Jaume Bassó,1929-09-19,2021-01-20,False,2021-01-26
Hisham Bastawisy,1951-05-23,2021-04-17,False,2011-06-23
Jean-Pierre Bastiat,1949-04-11,2021-02-03,False,2011-06-30
Pedro Bastidas,1976-01-17,2021-04-19,True,2021-04-22
Étienne Flaubert Batangu Mpesa,1942-11-04,2021-03-05,True,2021-03-08
Mohammad-Reza Bateni,1934-07-01,2021-05-11,False,2007-12-14
Mary Catherine Bateson,1939-12-08,2021-01-02,False,2003-12-27
Josep Maria Batlle i Farran,1949-10-13,2021-05-10,False,2021-05-10
Joël Batteux,1943-12-16,2021-01-10,False,2021-01-12
Franco Battiato,1945-03-23,2021-05-18,False,2005-06-19
Umberto Battist,1939-09-06,2021-04-16,False,2021-04-19
Frank Baude,1936-07-16,2021-02-04,False,2007-07-31
Jean Baudlot,1947-02-16,2021-03-24,False,2009-06-30
Albert Bauer,1928-06-06,2021-04-21,False,2014-01-08
Elaine Baxter,1933-01-16,2021-03-26,False,2008-01-28
Susan Bayh,1959-11-28,2021-02-05,False,2008-07-22
Elgin Baylor,1934-09-16,2021-03-22,False,2004-01-03
Mirko Bazić,1938-11-02,2021-03-10,False,2020-11-07
Harry Beal,1930-08-16,2021-01-26,False,2021-01-28
Isabel Joy Bear,1927-01-04,2021-04-08,False,2020-02-11
Edward Beard,1940-01-20,2021-01-11,False,2007-06-01
Mark Beard (racing driver),1948-10-27,2021-01-31,False,2017-02-21
Anne Beatts,1947-02-25,2021-04-07,False,2005-10-11
Otto Beatty Jr.,1940-01-26,2021-05-14,False,2010-02-23
Serge Bec,1933-08-27,2021-02-27,False,2021-03-24
Marc Bécam,1931-10-09,2021-04-21,False,2021-04-21
Tuncay Becedek,1942-07-19,2021-04-23,False,2021-05-17
Kunwar Bechain,1942-07-01,2021-04-29,True,2012-08-02
Stephen Bechtel Jr.,1925-05-10,2021-03-15,False,2004-12-25
Monika Beck,1941-06-14,2021-04-13,False,2021-04-21
Moshe Ber Beck,1934-05-17,2021-04-15,False,2015-04-16
Beddu Amang,1936-08-07,2021-01-09,False,2021-01-10
Steuart Bedford,1939-07-31,2021-02-15,False,2007-07-02
Bożena Bednarek-Michalska,1957-09-09,2021-05-05,False,2021-05-06
Luis Bedoya Reyes,1919-02-20,2021-03-18,False,2006-04-08
Charles Beeson (director),1957-07-01,2021-04-26,False,2011-01-12
Sharon Begley,1956-06-14,2021-01-16,False,2011-01-10
John L. Behan,1944-11-11,2021-01-28,False,2019-06-12
Lalit Behl,1949-08-15,2021-04-23,True,2011-08-06
Katja Behrens,1942-12-18,2021-03-06,False,2017-11-06
Mitiku Belachew,1942-06-11,2021-04-07,False,2021-04-08
Ljerka Belak,1948-02-13,2021-04-22,False,2021-04-25
Jules Bélanger,1929-11-13,2021-02-05,False,2021-02-06
Colin Bell,1946-02-26,2021-01-05,True,2004-05-20
Douglas Bell (politician),1926-06-15,2021-04-18,False,2005-08-28
Mike Bell (motorcyclist),1957-08-08,2021-01-25,False,2021-03-27
Mike Bell (third baseman),1974-12-07,2021-03-26,False,2005-02-11
Isa Bellini,1922-06-19,2021-02-05,False,2015-08-27
Mauro Bellugi,1950-02-07,2021-02-20,True,2006-10-20
Catherine Belsey,1940-12-13,2021-02-14,False,2014-07-20
Vilmos Benczik,1945-07-11,2021-02-27,False,2021-03-03
Morice Benin,1947-07-21,2021-01-19,False,2021-01-25
Daniel Benítez (Venezuelan footballer),1987-09-23,2021-04-09,False,2021-04-11
Jason Benjamin,1971-07-01,2021-02-16,False,2005-09-15
Joey Benjamin,1961-02-02,2021-03-08,False,2006-01-16
Rafael Benjumea Cabeza de Vaca,1939-01-29,2021-04-07,False,2021-04-09
Abderrahmane Benkhalfa,1949-07-02,2021-04-23,True,2015-09-06
George Benneh,1934-03-06,2021-02-11,False,2018-05-27
Bruce Bennett (Canadian football),1943-12-13,2021-01-12,True,2011-12-17
Joseph Benz,1944-05-20,2021-02-05,True,2007-08-02
Gertrūda Benze,1933-04-22,2021-02-10,False,2021-02-16
István Bérczi,1945-07-01,2021-04-10,True,2019-08-05
Jacqueline Berenstein-Wavre,1921-12-26,2021-01-22,False,2021-01-26
Bruce Berger,1938-08-21,2021-02-10,False,2016-10-22
Jerry Berger,1933-06-30,2021-01-05,False,2007-12-25
Thomas R. Berger,1933-03-23,2021-04-28,False,2004-10-09
David Beriáin,1977-07-01,2021-04-27,False,2021-04-28
Joseph Berke,1939-01-17,2021-01-11,False,2006-04-24
Michel Bernard (politician),1932-11-03,2021-02-19,False,2021-02-21
Simonetta Bernardi,1940-01-23,2021-02-13,False,2021-02-23
Giorgio Mondino,1941-09-07,2021-01-23,True,2021-04-10
Joaquin Bernas,1932-07-07,2021-03-06,False,2007-05-08
Walter Bernstein,1919-08-20,2021-01-23,False,2005-06-27
Réginald Bernut,1937-01-18,2021-04-06,False,2009-02-05
Guillermo Berrío,1968-04-11,2021-04-11,False,2021-04-17
Albert Bers,1931-12-11,2021-02-25,False,2021-03-04
Michel Berson,1945-04-21,2021-04-08,False,2021-04-09
Roland Berthiaume,1927-12-12,2021-02-08,False,2021-02-11
Uldis Bērziņš,1944-05-17,2021-03-24,False,2006-10-01
Gianni Beschin,1953-02-15,2021-02-12,False,2021-02-15
Aleksei Bespalikov,1948-03-27,2021-04-30,False,2021-04-30
Tom Bethell,1936-07-17,2021-02-12,False,2006-09-09
Dukha Bhagat,1953-04-29,2021-04-23,True,2020-03-06
Mahaveer Bhagora,1947-04-17,2021-01-16,True,2006-09-14
N. S. Lakshminarayan Bhat,1936-10-29,2021-03-06,False,2010-03-18
R. L. Bhatia,1920-07-03,2021-05-14,True,2005-10-02
Vanraj Bhatia,1927-05-31,2021-05-06,False,2007-12-04
Waman Bhonsle,1932-02-19,2021-04-26,False,2013-02-17
Kalawati Bhuria,1972-07-01,2021-04-24,True,2021-04-24
Basil Bhuriya,1956-03-08,2021-05-06,False,2021-05-07
Andrzej Białynicki-Birula,1935-12-26,2021-04-19,False,2006-06-18
Raymond Biaussat,1932-01-21,2021-05-13,False,2021-05-16
Jan de Bie,1946-05-30,2021-01-01,False,2021-01-04
Carlos Armando Biebrich,1939-11-19,2021-01-14,True,2014-11-18
Minzija Biktimer Nasiʙullina,1948-06-20,2021-04-05,False,2021-05-04
Aqel Biltaji,1941-02-10,2021-02-28,True,2015-08-24
Mirzaq Biqtash,1945-06-13,2021-01-02,False,2021-01-12
Florence Birdwell,1924-12-31,2021-02-15,False,2007-09-23
Freddy Birset,1948-01-20,2021-03-09,False,2021-03-09
Alexander Bisenz,1962-02-22,2021-05-15,False,2021-05-18
James Bishop (artist),1927-10-07,2021-02-16,True,2015-07-26
Michael Bishop (sound engineer),1951-06-14,2021-03-29,False,2009-03-28
Tarek El-Bishry,1933-11-01,2021-02-26,True,2010-02-10
Inger Bjørnbakken,1933-12-28,2021-02-13,False,2006-06-18
Black Rob,1968-06-08,2021-04-17,False,2005-06-24
Charlie Black,1949-11-23,2021-04-23,False,2007-09-10
Courtney Blackman,1933-03-06,2021-03-16,False,2006-02-04
Sylvanus Blackman,1933-07-01,2021-01-23,False,2019-08-07
Flex-Deon Blake,1969-04-25,2021-03-01,False,2010-03-08
S. Prestley Blake,1914-11-26,2021-02-11,False,2007-05-31
Tom Bland,1937-07-02,2021-03-08,False,2020-07-24
Gilbert Blardone,1925-02-10,2021-03-21,False,2021-04-06
Clark M. Blatteis,1932-06-25,2021-03-14,False,2020-04-24
Koen Blijweert,1956-06-02,2021-02-08,False,2021-02-09
Aleksandr Blinov (equestrian),1954-08-19,2021-02-09,False,2008-12-27
Alain Bloch,1954-07-01,2021-04-04,False,2021-04-06
