Name,Birth,Death,Covid,Created
Bukhari Daud,1959-10-25,2021-02-11,False,2021-02-12
Yvan Daumas,1943-07-01,2021-04-13,False,2021-04-20
Violeta Dávalos,1969-09-29,2021-02-18,False,2021-02-21
John Richard Davey,1957-08-26,2021-03-26,False,2018-07-24
Arkady Davidowitz,1930-06-12,2021-02-25,False,2015-10-02
"Dai Davies (footballer, born 1948)",1948-04-01,2021-02-10,False,2006-06-16
Merryl Wyn Davies,1948-06-23,2021-02-01,False,2010-10-03
R. W. Davies,1925-04-23,2021-04-13,False,2010-11-05
Alan Davis (priest),1938-07-27,2021-03-03,False,2015-02-13
Art Davis (American football),1934-11-29,2021-01-29,False,2010-03-18
Bill C. Davis,1951-08-24,2021-02-26,True,2013-03-30
Bob Davis (basketball coach),1927-05-21,2021-03-13,False,2021-04-07
Madeline Davis,1940-07-07,2021-04-28,False,2007-07-14
"Mike Davis (defensive back, born 1956)",1956-04-15,2021-04-25,False,2007-02-19
Rennie Davis,1940-05-23,2021-02-02,False,2004-12-07
Zoe Davison,1960-06-23,2021-01-03,False,2021-01-05
Anthony Dawes,1928-02-10,2021-01-21,False,2021-01-31
John Dawes,1940-06-29,2021-04-16,False,2005-09-23
Graham Day (footballer),1953-11-22,2021-02-08,False,2009-09-10
Ruth Dayan,1917-03-06,2021-02-05,False,2009-01-11
Celso Dayrit,1951-12-11,2021-04-28,True,2021-04-29
Aécio de Borba,1931-04-06,2021-03-24,False,2021-03-24
Kris De Bruyne,1950-03-20,2021-02-03,False,2021-02-04
Johnny De Fazio,1940-11-30,2021-02-26,False,2007-03-07
Louis De Grève,1929-10-17,2021-05-12,False,2021-05-12
David de Keyser,1927-08-22,2021-02-20,False,2006-04-14
Frankie de la Cruz,1984-03-12,2021-03-14,True,2006-10-13
Eduardo de Lázzari,1945-07-01,2021-04-19,True,2021-04-24
Jacques de Leeuw,1933-05-27,2021-03-16,False,2021-03-16
Maria de Lourdes Beserra,1927-12-02,2021-04-01,False,2021-04-11
Jos De Man,1933-07-01,2021-05-03,True,2021-05-03
Saverio De Michele,1923-11-26,2021-03-29,False,2021-04-01
Xato de Museros,1932-07-01,2021-02-22,False,2021-03-02
Pier Giacomo De Nicolò,1929-03-11,2021-04-03,False,2019-12-03
Aloísio Hilário de Pinho,1934-01-14,2021-05-04,False,2021-05-05
Giannetto De Rossi,1942-08-08,2021-04-11,False,2008-12-27
Pierre-Guillaume de Roux,1963-02-25,2021-02-11,False,2021-02-14
Freddy De Schutter,1948-07-01,2021-03-11,False,2021-03-31
Bert de Vries (archaeologist),1939-03-04,2021-03-28,False,2021-04-11
André de Witte,1944-12-31,2021-04-25,False,2016-08-31
Vera Deacon,1926-07-19,2021-05-16,False,2020-09-04
Robert Dean (Canadian politician),1927-10-26,2021-02-04,False,2021-02-05
Seamus Deane,1940-02-09,2021-05-12,False,2005-10-18
Anish Deb,1951-10-22,2021-04-28,True,2021-04-28
Lolly Debattista,1929-12-21,2021-05-02,False,2015-11-01
Christian Debias,1946-10-12,2021-04-04,False,2021-04-06
Idriss Déby,1952-06-18,2021-04-20,False,2003-10-03
Miriam DeCosta-Willis,1934-11-01,2021-01-07,False,2021-05-11
Adri Dees,1942-10-05,2021-02-01,False,2021-02-02
Benny Dees,1934-12-29,2021-03-23,False,2009-01-03
Deezer D,1965-03-12,2021-01-07,False,2006-12-13
Ronald DeFeo Jr.,1951-09-26,2021-03-12,False,2005-04-01
Félix del Blanco Prieto,1937-06-15,2021-04-10,False,2019-12-06
Juan del Río Martín,1947-10-14,2021-01-28,True,2021-01-28
Thomas E. Delahanty II,1945-06-06,2021-04-12,False,2010-03-11
Donald J. Delandro,1935-07-20,2021-01-29,False,2020-12-16
Antonio Delgado Palomo,1958-07-01,2021-04-01,False,2013-10-30
Mohanbhai Sanjibhai Delkar,1962-12-19,2021-02-22,False,2006-09-16
Dante Della Terza,1924-05-05,2021-04-06,False,2015-10-25
Roland Delmaire,1941-11-04,2021-04-12,False,2021-04-17
Nathalie Delon,1941-08-01,2021-01-21,False,2009-01-22
Paul Delorey,1949-05-03,2021-01-01,False,2007-09-08
Kristof Delorge,1986-02-26,2021-03-15,False,2021-03-16
Cédric Demangeot,1974-11-03,2021-01-28,False,2021-01-29
Constance Demby,1939-05-09,2021-03-20,False,2006-07-12
Attila Demény,1955-03-02,2021-05-11,False,2021-05-11
Erol Demiröz,1940-01-01,2021-04-17,False,2017-11-21
Buddy Deppenschmidt,1936-02-16,2021-03-20,True,2009-01-28
Jehan Desanges,1929-01-03,2021-03-23,False,2016-10-20
Aurelio Desdentado,1944-03-29,2021-03-19,True,2021-03-25
Dagoberto Planos Despaigne,1956-07-01,2021-03-03,False,2021-03-03
Little Walter DeVenne,1948-01-16,2021-01-16,True,2006-08-28
Kunti Devi,1964-07-01,2021-04-23,True,2021-04-24
Prathima Devi (Kannada actress),1933-04-09,2021-04-06,False,2015-09-14
Sydney Devine,1940-01-11,2021-02-13,False,2005-12-26
Paul Devlin (curler),1946-09-16,2021-03-07,False,2021-03-28
Roger Dewint,1942-04-18,2021-04-15,False,2021-05-07
Kotugoda Dhammawasa Thero,1933-01-23,2021-03-22,False,2017-10-02
Khalil Dhantejvi,1938-12-12,2021-04-04,False,2021-04-05
Rao Dharampal,1942-04-02,2021-04-26,True,2014-09-25
Anil Dharker,1947-07-01,2021-03-26,False,2008-12-05
Luc Dhoore,1928-12-04,2021-02-10,False,2021-02-10
Isabelle Dhordain,1959-05-11,2021-02-21,False,2021-02-21
Rossana Di Bello,1956-08-28,2021-04-10,True,2021-04-10
Rita Di Giovacchino,1947-02-19,2021-05-02,True,2021-05-06
Arturo Di Modica,1941-01-26,2021-02-19,False,2004-01-29
Dustin Diamond,1977-01-07,2021-02-01,False,2004-04-20
John Diamond (doctor),1934-08-09,2021-04-25,False,2009-07-06
Marcia Diamond,1925-11-23,2021-02-12,False,2021-02-15
Eric Jerome Dickey,1961-07-07,2021-01-03,False,2005-12-16
Morris Dickstein,1940-02-23,2021-03-24,False,2014-11-09
Dennis Diem,1978-08-27,2021-04-11,False,2021-04-12
Ed Diener,1946-07-25,2021-04-27,False,2008-11-27
Bill Diessner,1923-07-28,2021-03-27,False,2019-08-30
Jerzy Dietl,1927-04-28,2021-02-23,False,2021-02-25
Don Dietrich (ice hockey),1961-04-05,2021-02-16,False,2007-06-15
Abdullahi Dikko,1960-05-11,2021-02-18,False,2014-12-21
Mujibur Rahman Dilu,1952-07-01,2021-01-19,False,2015-12-20
Marco Dimitri,1963-02-13,2021-02-13,False,2007-10-07
"Georgi Dimitrov (footballer, born 1959)",1959-01-14,2021-05-08,False,2008-05-06
Peter Dimond,1938-11-28,2021-04-21,False,2006-08-27
Tinka Dineva,1941-06-17,2021-02-01,False,2021-02-20
Bruce Dinwiddy,1946-02-01,2021-04-01,False,2004-02-18
Jovan Divjak,1937-03-11,2021-04-08,False,2006-06-13
Roscoe Dixon,1949-09-20,2021-04-15,False,2019-01-25
Zuhur Dixon,1933-07-01,2021-03-22,False,2015-05-30
Abdul Qadir Djaelani,1938-10-20,2021-02-23,False,2021-02-24
Bulantrisna Djelantik,1947-09-08,2021-02-24,False,2017-10-31
Mantfombi Dlamini,1953-02-15,2021-04-29,True,2020-04-22
DMX (rapper),1970-12-18,2021-04-09,True,2003-01-12
Aleksander Doba,1946-09-09,2021-02-22,False,2011-02-05
Heide Dobberkau,1929-01-23,2021-02-05,False,2021-02-18
Guram Dochanashvili,1939-03-26,2021-04-03,False,2007-12-10
Annasif Døhlen,1930-06-23,2021-01-05,False,2015-04-02
Erzsébet Dolník,1940-05-13,2021-04-12,False,2021-04-14
Carmen Dolores (actress),1924-04-22,2021-02-15,False,2021-02-16
Libuše Domanínská,1924-07-04,2021-02-02,False,2009-10-06
Carmen Domínguez Vaz,1951-01-05,2021-04-06,False,2021-04-07
Ron Dominguez,1935-08-10,2021-01-01,False,2006-08-07
Olga Domouladzhanova,1969-01-12,2021-05-14,True,2021-05-15
David Donato (singer),1954-03-21,2021-02-02,False,2005-10-26
Harry Donnelly,1937-07-01,2021-02-04,False,2021-02-04
Jacqueline Donny,1927-08-02,2021-02-14,False,2021-02-20
Denis Donoghue (academic),1928-12-01,2021-04-06,False,2005-02-16
Werner Dörflinger,1940-10-02,2021-03-02,False,2020-05-21
Sandro Dori,1938-12-21,2021-02-15,False,2021-02-17
Renée Doria,1921-02-13,2021-03-06,False,2008-02-24
Michael Dormer (cricketer),1937-04-22,2021-04-19,False,2016-06-05
Jim Dornan,1948-02-05,2021-03-15,True,2013-07-10
Emília Došeková,1937-06-14,2021-04-19,False,2021-04-20
Double K (American musician),1977-08-01,2021-01-30,False,2021-02-04
Jude Patrick Dougherty,1930-07-21,2021-03-06,False,2018-10-06
Clotilda Douglas-Yakimchuk,1932-01-11,2021-04-15,True,2019-11-18
Jerry Douglas (director),1935-11-15,2021-01-09,False,2013-02-25
Yvon Douis,1935-05-16,2021-01-28,True,2007-01-28
Joseph Pokossy Doumbe,1932-08-21,2021-04-28,False,2021-04-28
Kjersti Døvigen,1943-06-27,2021-01-26,False,2006-06-28
Nii Okwei Kinka Dowuona VI,1963-11-07,2021-02-06,False,2014-06-05
Suzana Đozo,1956-08-03,2021-03-11,True,2021-03-14
Étienne Draber,1939-03-26,2021-01-11,True,2021-01-11
Nick Drake-Lee,1942-04-07,2021-01-22,False,2016-11-27
Ben Dreith,1925-02-01,2021-04-25,False,2006-02-01
Patricia Drennan,1933-05-16,2021-02-21,False,2021-03-16
Richard Driehaus,1942-07-01,2021-03-09,False,2006-08-20
Leokadiya Drobizheva,1933-01-13,2021-04-11,False,2021-04-12
Jenny Drosou,1928-07-01,2021-04-29,False,2021-05-01
Dannie Druehyld,1947-12-05,2021-05-03,False,2021-05-04
Andreana Družina,1920-01-26,2021-03-07,False,2021-03-08
Pete du Pont,1935-01-22,2021-05-08,False,2003-04-25
Élisabeth Du Réau,1937-02-06,2021-02-06,False,2021-02-08
Du Jinfang,1932-07-01,2021-04-17,False,2021-04-22
Jean Dubois (field hockey),1926-10-04,2021-01-28,False,2009-10-14
Philippe Dubourg,1938-07-09,2021-04-11,False,2021-04-15
Francis Ducreux,1945-02-14,2021-05-01,False,2020-09-06
Marc Dudicourt,1932-03-06,2021-05-01,False,2021-05-03
Joseph Duffey,1932-07-01,2021-02-25,False,2005-06-26
Gordon W. Duffy,1924-04-24,2021-02-02,False,2013-06-28
Bodil Skjånes Dugstad,1927-05-23,2021-02-06,False,2008-04-25
Olympia Dukakis,1931-06-20,2021-05-01,False,2003-11-04
Micky Dulin,1935-10-25,2021-03-16,False,2010-06-08
Yabing Masalon Dulo,1914-08-08,2021-01-26,False,2020-07-13
Zamfir Dumitrescu,1946-04-15,2021-02-06,False,2006-07-17
Jean Dumont (politician),1930-11-27,2021-01-18,False,2021-01-24
Joseph Edward Duncan,1963-02-25,2021-03-28,False,2005-07-09
Jon Michael Dunn,1941-06-19,2021-04-05,False,2019-03-04
Peter Dunn (paediatrician),1929-06-23,2021-02-02,False,2017-06-13
Lee Dunne,1934-12-21,2021-04-11,False,2012-04-30
Veronica Dunne (soprano),1927-08-02,2021-04-05,False,2019-05-08
Patrick Dupond,1959-03-14,2021-03-05,False,2010-09-16
Jean Dupuy (artist),1925-11-22,2021-04-04,False,2007-08-15
Muhanna Al-Dura,1938-07-01,2021-01-24,False,2005-06-12
Ricardo Durão,1928-06-13,2021-01-22,False,2012-07-15
Dianne Durham,1968-06-17,2021-02-04,False,2020-07-19
Dragoljub Đuričić,1953-02-10,2021-03-15,True,2011-01-07
Ejaz Durrani,1935-04-18,2021-03-01,False,2012-08-10
Nasir Durrani,1957-03-17,2021-04-19,True,2014-04-22
Ademar Frederico Duwe,1938-06-11,2021-03-12,False,2021-03-16
Purushottam Naresh Dwivedi,1956-07-01,2021-04-22,False,2011-01-17
Adam Dyczkowski,1932-11-17,2021-01-10,True,2021-01-10
Charles Dyer (playwright),1928-07-07,2021-01-23,False,2020-06-21
Ioan Dzițac,1953-02-14,2021-02-06,False,2013-09-22
Zoran Džorlev,1967-01-10,2021-01-01,True,2021-01-03
Peter S. Eagleson,1928-02-27,2021-01-06,False,2016-08-11
James Eayrs,1926-10-13,2021-02-06,False,2019-01-31
Dennis Ede,1931-06-08,2021-01-23,False,2014-05-11
Lia Eden,1947-08-21,2021-04-09,False,2021-04-11
Mark Eden,1928-02-14,2021-01-01,False,2005-06-13
John Edgar (sculptor),1950-12-26,2021-04-03,False,2019-03-01
Nsikak Eduok,1947-07-11,2021-01-06,False,2017-08-12
Jóhannes Eðvaldsson,1950-09-03,2021-01-24,False,2007-06-13
Brendan Edwards,1936-03-18,2021-05-10,False,2007-03-23
Hester van Eeghen,1958-11-11,2021-04-08,False,2008-09-06
Dave Egerton,1961-10-19,2021-02-08,True,2010-02-20
Petra Ehlert,1966-10-28,2021-03-02,False,2021-03-09
Amaranth Ehrenhalt,1928-01-15,2021-03-16,True,2014-08-09
Leon van den Eijkel,1940-07-01,2021-04-15,False,2016-03-12
Norbert Eimer,1940-03-19,2021-02-03,False,2020-06-11
Berit Oskal Eira,1951-03-01,2021-01-26,False,2008-07-31
Carola B. Eisenberg,1917-09-15,2021-03-11,False,2007-04-13
Haja El Hamdaouia,1930-07-01,2021-04-05,False,2019-03-13
Alber Elbaz,1961-06-12,2021-04-24,True,2005-11-25
Thereasea Elder,1927-09-02,2021-01-05,False,2016-11-29
Ahlam Elgretly,1948-02-20,2021-02-28,False,2021-03-01
Felicia Elizondo,1946-07-23,2021-05-15,False,2016-08-30
Marc Ellington,1945-12-16,2021-02-17,False,2016-03-24
Mark Elliott (voice-over artist),1939-09-24,2021-04-03,False,2007-08-31
Noel Elliott,1947-07-01,2021-02-26,False,2021-02-27
Nancy Walker Bush Ellis,1926-02-04,2021-01-10,True,2008-04-05
Osian Ellis,1928-02-08,2021-01-05,False,2006-04-25
Lin Emery,1926-05-20,2021-03-11,False,2011-10-21
Graeme English,1964-09-25,2021-02-18,False,2019-04-22
Theo English,1930-07-05,2021-01-10,False,2007-11-24
Eduardo Enríquez Maya,1948-10-11,2021-04-14,True,2021-04-15
Liisa Enwald,1946-04-02,2021-03-13,False,2021-03-25
Fabio Enzo,1946-06-22,2021-01-11,True,2010-03-16
Daniel Eon,1939-12-20,2021-03-15,False,2008-04-22
Héctor Epalza Quintero,1940-06-04,2021-02-02,False,2021-02-03
M. Y. Eqbal,1951-02-13,2021-05-07,True,2010-06-12
Osman Erbaş,1962-07-01,2021-03-04,False,2021-03-05
Fred Erdman,1933-08-13,2021-04-10,False,2021-04-10
Květa Eretová,1926-10-21,2021-01-08,False,2018-02-09
Einar Eriksen,1933-03-04,2021-01-16,False,2010-05-15
Anzor Erkomaishvili,1940-08-10,2021-03-31,True,2021-03-31
Reese Erlich,1947-07-05,2021-04-06,False,2008-04-13
Emmanuel Erskine,1935-01-19,2021-05-07,False,2008-11-14
Ralph Erskine (cryptologist),1933-10-14,2021-04-09,False,2021-04-20
Orieta Escámez,1938-04-19,2021-05-11,False,2021-05-12
Elizam Escobar,1948-05-24,2021-01-15,False,2006-02-25
Carlos Escudé,1948-08-10,2021-01-01,True,2006-11-16
Víctor Espinoza Peña,1947-05-25,2021-03-01,True,2021-03-10
Elidio Espinoza,1955-05-05,2021-04-03,True,2021-04-05
Sergio Esquivel,1946-12-08,2021-04-24,False,2021-04-26
Barbara Ess,1944-04-04,2021-03-04,False,2013-07-03
Ricardo Estarriol,1937-02-27,2021-05-15,False,2021-05-18
Bud Estes,1946-10-04,2021-02-13,False,2016-05-17
Emmanuel Evans-Anfom,1919-10-07,2021-04-07,False,2011-07-20
Jimmy Evans (politician),1939-07-01,2021-02-15,False,2021-02-16
Josh Evans (defensive lineman),1972-09-06,2021-02-04,False,2006-09-01
Margie Evans,1939-07-17,2021-03-19,False,2012-10-17
André Evrard,1936-04-01,2021-04-29,False,2021-05-01
Francis Van den Eynde,1946-04-01,2021-03-04,False,2021-03-05
Vito Fabris,1954-09-20,2021-04-10,False,2021-04-12
Fadeli,1955-07-16,2021-05-08,False,2021-05-08
Emilia Fadini,1930-10-11,2021-03-16,False,2021-03-17
Brian Faehse,1924-10-08,2021-03-21,False,2011-06-10
Solomon Faine,1926-08-17,2021-02-04,False,2020-08-13
Nola Fairbanks,1924-12-10,2021-02-08,False,2006-06-04
Richard Faith,1926-03-20,2021-02-28,False,2011-09-06
Timur Faizutdinov,2001-10-06,2021-03-16,False,2021-03-17
Petar Fajfrić,1942-02-15,2021-03-11,True,2007-08-09
Bernice Falk Haydu,1920-12-15,2021-01-30,False,2016-12-10
Roel Falkena,1936-05-10,2021-02-20,False,2021-02-24
Lucyna Mirosława Falkowska,1951-07-01,2021-04-07,False,2021-04-19
José Daniel Falla Robles,1956-10-07,2021-05-01,True,2021-05-01
Tim Falvey,1934-07-01,2021-05-15,False,2021-05-15
Hussein Faris,1935-09-18,2021-04-28,False,2010-02-18
Ben Farrales,1932-07-01,2021-03-06,False,2021-03-06
Jean-Claude Fasquelle,1930-11-29,2021-03-13,False,2021-03-15
Bob Fass,1933-06-29,2021-04-24,True,2005-09-23
Ekkehard Fasser,1952-09-03,2021-04-08,False,2006-08-23
Hugh Fate,1929-12-04,2021-02-25,False,2017-01-06
Gilles Fauconnier,1944-08-19,2021-02-03,False,2004-06-11
Trader Faulkner,1927-09-07,2021-04-14,False,2014-04-10
Hubert Faure,1914-05-28,2021-04-17,False,2021-04-19
Daphne Gail Fautin,1946-05-25,2021-03-12,False,2014-05-20
Silvio Favero,1966-08-31,2021-03-13,True,2021-03-15
Mauro Favilla,1934-01-05,2021-03-16,True,2021-03-09
Peter T. Fay,1929-01-18,2021-01-31,False,2007-09-09
François Fédier,1935-07-01,2021-04-28,False,2021-04-30
Anne Feeney,1951-07-01,2021-02-03,True,2007-01-08
Richard L. Feigen,1930-08-08,2021-01-29,False,2021-02-05
Paul Feinman,1960-01-26,2021-03-31,False,2017-06-15
Sylvie Feit,1949-07-29,2021-03-03,False,2021-03-09
Luis Feito,1929-10-13,2021-02-07,True,2020-01-14
Emmanuel Félémou,1960-12-24,2021-03-01,True,2021-03-01
Dick Fenton-Smith,1931-10-19,2021-04-11,False,2008-03-27
James Fenton (Ulster Scots poet),1931-06-05,2021-02-03,False,2008-02-11
Cornelis Feoh,1963-10-04,2021-01-03,False,2021-01-29
Graeme Ferguson,1929-10-07,2021-05-08,False,2004-04-22
Lawrence Ferlinghetti,1919-03-24,2021-02-22,False,2003-05-04
Hélio Fernandes,1921-01-11,2021-03-10,False,2021-03-11
Jesús Fernández Vaquero,1953-08-16,2021-03-24,False,2021-03-24
Benedict J. Fernandez,1936-04-05,2021-01-31,False,2010-07-08
Neville Fernando,1931-03-09,2021-02-04,True,2018-07-17
Nasser Ramdane Ferradj,1972-07-01,2021-04-20,False,2021-05-03
Pedro Ivo Ferreira Caminhas,1952-09-07,2021-04-11,True,2021-04-12
Péricles Ferreira dos Anjos,1943-06-30,2021-01-14,True,2021-05-11
Miquel Ferrer i Aymamí,1931-11-28,2021-01-02,False,2021-01-06
Tony Ferrer,1934-06-12,2021-01-23,False,2013-04-07
Joan Ferrés Curós,1924-12-21,2021-05-17,False,2021-05-18
Marisa Ferretti Barth,1931-04-28,2021-03-28,False,2005-06-30
Marc Ferro,1924-12-24,2021-04-21,True,2005-08-15
Sandra J. Feuerstein,1946-01-21,2021-04-09,False,2008-04-09
Jiří Feureisl,1931-10-03,2021-05-12,False,2011-10-01
Bobby Few,1935-10-21,2021-01-06,False,2008-03-10
William Fey,1942-11-06,2021-01-19,True,2013-07-24
Levy Fidelix,1951-12-27,2021-04-23,False,2018-03-13
Taryn Fiebig,1972-02-01,2021-03-20,False,2008-01-23
Charlotte Fielden,1932-06-05,2021-02-20,False,2006-05-26
Harry Fielder,1940-04-26,2021-02-06,False,2008-12-17
Leslie Fielding,1932-07-29,2021-03-04,False,2012-04-02
Duggie Fields,1945-08-06,2021-03-07,False,2009-09-30
Daniela Figueredo,2001-07-01,2021-03-13,False,2021-03-25
Firmino Filho,1963-12-16,2021-04-06,False,2021-04-08
František Filip,1930-12-26,2021-01-09,True,2021-01-10
Gérard Filippelli,1942-12-14,2021-03-30,False,2021-03-31
Paolo Filippi,1962-09-15,2021-04-04,False,2021-04-06
Rocco Filippini,1943-09-07,2021-04-13,True,2012-01-22
Vinson Filyaw,1969-12-15,2021-05-03,False,2006-09-19
Bashkim Fino,1962-10-12,2021-03-29,True,2005-10-29
Afonso Fioreze,1942-06-01,2021-02-06,False,2021-02-07
Firmanzah,1976-07-07,2021-02-06,False,2010-05-16
Jorge Fitch,1934-03-30,2021-04-15,False,2010-04-05
Héctor Fix-Zamudio,1924-09-24,2021-01-27,False,2008-02-18
Dag Jostein Fjærvoll,1947-01-20,2021-02-05,False,2006-02-07
Kristen K. Flaa,1925-10-03,2021-01-10,False,2021-01-22
Hermann Flaschka,1945-03-25,2021-03-18,False,2010-09-18
Edwin A. Fleishman,1927-03-10,2021-02-17,False,2006-08-02
Heike Fleßner,1944-07-01,2021-02-02,False,2019-01-02
Robert Fletcher (costume designer),1922-08-23,2021-04-05,False,2009-02-28
Rob Flockhart,1956-02-06,2021-01-02,False,2007-05-25
Austin Flynn,1933-07-01,2021-04-26,False,2010-04-27
Kelly Flynn,1954-10-04,2021-03-03,False,2012-01-30
Larry Flynt,1942-11-01,2021-02-10,False,2002-08-12
Tom Foley (racehorse trainer),1946-07-01,2021-02-24,False,2021-02-25
James Follett,1939-07-27,2021-01-10,False,2004-01-14
Laurent Dona Fologo,1939-12-12,2021-02-05,False,2021-02-06
Michael Fonfara,1946-08-11,2021-01-08,False,2008-11-28
Cleonâncio Fonseca,1936-07-01,2021-01-01,False,2021-01-03
Anton Font,1932-01-28,2021-03-20,False,2021-03-20
Jean Fontaine,1936-12-02,2021-05-01,True,2010-05-29
Reggie Ford (boxer),1953-06-11,2021-02-02,False,2018-12-18
Ian Foreman,1930-10-11,2021-01-07,False,2015-04-25
Marco Formentini (politician),1930-04-14,2021-01-02,False,2006-01-14
Josep Fornas,1924-10-19,2021-01-04,False,2021-01-07
Fred Forsberg (American football),1944-07-04,2021-01-26,False,2009-02-07
Mo Forte,1947-03-01,2021-02-26,False,2011-03-07
Eldon Fortie,1941-05-21,2021-01-06,False,2007-02-11
Paul Foster (playwright),1931-10-15,2021-03-05,False,2012-02-28
Bob Fouracre,1937-11-22,2021-04-17,False,2008-08-04
Michel Fourniret,1942-04-04,2021-05-10,False,2004-07-01
Marye Anne Fox,1947-12-09,2021-05-09,False,2003-12-20
Peter Fox (professor),1959-05-25,2021-03-27,False,2015-12-18
Sonny Fox,1925-06-17,2021-01-24,True,2005-09-24
Fanne Foxe,1936-02-14,2021-02-10,False,2004-05-31
Paul Foytack,1930-11-16,2021-01-23,False,2006-05-07
Roberto Fraile,1974-07-01,2021-04-27,False,2021-05-16
Lester Francel,1950-04-14,2021-03-14,False,2020-01-05
Myra Frances,1942-04-13,2021-03-30,False,2006-03-25
Corrado Francia,1947-02-07,2021-02-08,False,2021-02-10
Hywel Francis,1946-06-06,2021-02-14,False,2004-01-05
Fortunato Franco,1937-07-01,2021-05-10,False,2021-05-10
Lucinda Franks,1946-07-16,2021-05-05,False,2007-04-23
Jacques Frantz,1947-04-04,2021-03-17,False,2013-12-16
"Andrew Fraser, Baron Fraser of Corriegarth",1946-12-02,2021-02-06,False,2016-08-05
Virginia Fraser (artist),1947-12-28,2021-01-26,False,2021-02-06
Fredi (singer),1942-07-23,2021-04-23,False,2007-10-02
Helen Murray Free,1923-02-20,2021-05-01,False,2009-05-08
Denny Freeman,1944-08-07,2021-04-25,False,2010-02-14
Peter Freeman (musician),1965-05-29,2021-03-16,False,2020-10-03
Emil J. Freireich,1927-03-16,2021-02-01,True,2008-02-26
Jahmil French,1991-07-29,2021-03-01,False,2010-07-07
Charles Fries (producer),1928-09-30,2021-04-22,False,2006-06-29
Patricia C. Frist,1939-09-28,2021-01-05,False,2015-07-24
Donald Frith,1924-09-16,2021-01-06,False,2021-02-21
Thomas Fritsch,1944-01-16,2021-04-21,False,2006-11-27
Roberto Frojuello,1937-11-08,2021-01-29,False,2011-03-31
Deanna Milvia Frosini,1940-02-02,2021-05-15,False,2021-05-17
Barry Fry (curler),1939-12-21,2021-05-14,False,2014-03-02
Miroslav Fryčer,1959-09-27,2021-04-27,False,2007-03-25
Jean Frydman,1925-06-26,2021-03-14,False,2010-08-29
Jonathan Fryer,1950-06-05,2021-04-16,False,2008-12-09
Milan Ftáčnik,1956-10-30,2021-05-13,False,2010-11-28
Helena Fuchsová,1965-06-03,2021-03-14,False,2011-07-05
Claire dela Fuente,1958-12-28,2021-03-30,True,2006-07-15
Seizō Fukumoto,1943-02-03,2021-01-01,False,2004-06-27
Curtis Fuller,1932-12-15,2021-05-08,False,2005-07-29
Sylvia Fullman,1945-02-11,2021-02-26,False,2021-03-15
Pierce Fulton,1992-06-06,2021-04-29,False,2016-07-06
Ombretta Fumagalli Carulli,1944-03-05,2021-03-16,False,2021-03-17
Mira Furlan,1955-09-07,2021-01-20,False,2002-10-09
Rudolf Furmanov,1938-10-22,2021-04-09,False,2021-04-10
Imre Furmen,1933-08-14,2021-02-05,False,2012-12-27
Miguel Ángel Furones,1949-07-05,2021-04-28,True,2021-05-01
Elizabeth Furse,1936-10-13,2021-04-18,False,2005-01-25
Ketty Fusco,1926-08-05,2021-02-18,False,2021-02-24
Vladimir Fyodorov (actor),1939-02-19,2021-05-18,False,2015-11-09
Todd Gabbett,1942-09-13,2021-01-14,False,2018-10-20
Ethel Gabriel,1921-11-16,2021-03-23,False,2007-03-25
Hans-Christian Gabrielsen,1967-07-27,2021-03-09,False,2017-06-11
Abel Gabuza,1955-03-23,2021-01-17,True,2020-10-06
Dadudan Gadhvi,1940-09-11,2021-04-26,False,2021-01-28
Martha Lou Gadsden,1930-03-20,2021-04-01,False,2021-04-09
Valeria Gagealov,1931-12-09,2021-02-09,True,2021-02-09
Eknath Gaikwad,1940-01-01,2021-04-28,True,2004-04-26
Grady Gaines,1934-05-14,2021-01-29,False,2010-02-14
Pedro Jiménez Galán,1920-04-14,2021-03-03,False,2021-03-03
Guillermo Galeote,1941-05-06,2021-01-28,True,2021-01-30
Uri Gallin,1928-06-29,2021-04-05,False,2016-11-11
Edmundo Galdino,1958-10-28,2021-04-22,False,2021-04-26
Rafael Gallardo García,1927-10-28,2021-01-30,False,2021-01-31
Iain Gallaway,1922-12-26,2021-04-18,False,2005-08-12
Dick Gallup,1941-07-03,2021-01-27,False,2021-03-06
Aarón Gamal,1959-01-08,2021-03-16,False,2013-07-03
David H. Gambrell,1929-12-20,2021-05-06,False,2004-09-02
Tamaz V. Gamkrelidze,1929-10-23,2021-02-10,False,2005-03-27
Karl Gamma,1927-09-19,2021-01-05,False,2018-03-05
Germán Gamonal,1932-10-22,2021-04-20,False,2021-04-30
William A. Gamson,1934-01-27,2021-03-23,False,2007-01-18
Anton Gămurari,1950-08-15,2021-03-17,True,2021-03-17
Dilipkumar Gandhi,1951-05-09,2021-03-17,True,2009-05-25
Theepetti Ganesan,1990-10-16,2021-03-22,True,2021-03-22
Sam Gannon,1947-02-08,2021-02-05,False,2006-01-04
Tom Gannon,1943-05-05,2021-01-10,False,2009-04-16
Kamal Ganzouri,1933-01-12,2021-03-31,False,2004-01-10
Antón García Abril,1933-05-19,2021-03-17,True,2008-11-29
Gildardo García,1954-03-09,2021-01-15,True,2020-03-25
José Ángel García,1950-10-30,2021-01-22,False,2019-01-25
Santiago García (Uruguayan footballer),1990-09-14,2021-02-04,False,2009-02-10
Robert Gard (tenor),1927-03-07,2021-03-20,False,2021-03-28
Ash Gardiner,1946-12-10,2021-01-18,False,2015-01-10
