Name,Birth,Death,Covid,Created
Maartin Allcock,1957-01-05,2018-09-16,False,2006-07-14
Peter Allday,1927-06-27,2018-03-10,False,2018-01-22
Carolyn Blanchard Allen,1921-06-13,2018-10-09,False,2012-01-11
Dean Allen,1966-06-02,2018-01-13,False,2018-02-22
Frank Allen (Australian footballer),1926-12-05,2018-02-04,False,2012-01-16
Lawrence Allen,1921-04-25,2018-12-16,False,2012-07-06
Marty Allen,1922-03-23,2018-02-12,False,2006-01-23
Maryon Pittman Allen,1925-11-30,2018-07-23,False,2004-07-14
Myrtle Allen,1924-03-13,2018-06-13,False,2011-06-28
Paul Allen,1953-01-21,2018-10-15,False,2001-05-22
Ryan Allen,1943-05-15,2018-12-11,False,2008-02-12
Thomas B. Allen (author),1929-04-21,2018-12-11,False,2006-05-24
Javier Aller,1972-04-20,2018-05-01,False,2018-05-03
Vicente Almeida d'Eça,1918-07-31,2018-10-14,False,2006-05-08
Dan Alon,1945-03-28,2018-01-31,False,2011-02-14
Martha Érika Alonso,1973-12-17,2018-12-24,False,2018-07-03
Nancy Alonso,1949-04-21,2018-04-03,False,2016-12-28
Mikhail Alperin,1956-11-07,2018-05-11,False,2008-01-18
Will Alsop,1947-12-12,2018-05-12,False,2003-10-27
Thomas J. J. Altizer,1927-05-28,2018-11-28,False,2006-11-21
Doug Altman,1948-07-12,2018-06-03,False,2007-03-14
George Alusik,1935-02-11,2018-04-20,False,2007-08-03
José Fortunato Álvarez Valdez,1967-11-08,2018-11-07,False,2018-11-08
Alvarito,1936-01-16,2018-06-16,False,2011-01-26
Ann-Charlotte Alverfors,1947-01-23,2018-03-20,False,2017-10-07
Jassem Alwan,1928-07-04,2018-01-03,False,2013-02-10
Hernán Alzamora,1927-04-12,2018-02-19,False,2017-09-16
Rafael Amador,1959-11-16,2018-07-31,False,2011-10-03
Ireneo A. Amantillo,1934-12-10,2018-10-11,False,2018-10-11
Feliciano Amaral,1920-10-20,2018-07-07,False,2017-02-02
Ismail Amat,1935-04-21,2018-10-16,False,2014-06-26
Gaston-Armand Amaudruz,1920-12-21,2018-09-07,False,2007-04-19
Ambareesh,1952-05-29,2018-11-24,False,2005-12-28
Sergey Ambartsumian,1922-03-17,2018-08-04,False,2018-08-10
Afsar Amed,1959-04-05,2018-08-04,False,2019-11-20
Ajuma Ameh-Otache,1984-12-01,2018-11-10,False,2016-03-16
Mohammed Amin (politician),1928-04-15,2018-02-12,False,2007-07-23
Samir Amin,1931-09-03,2018-08-12,False,2005-08-25
Abbas Amir-Entezam,1932-08-18,2018-07-12,False,2005-01-11
John Amirante,1934-05-12,2018-04-17,False,2008-09-25
Kwesi Amissah-Arthur,1951-04-29,2018-06-29,False,2012-07-31
Hans Kristian Amundsen,1959-12-02,2018-07-29,False,2011-07-22
Jahangir Amuzegar,1920-01-13,2018-01-17,False,2009-08-14
Jacques Amyot (swimmer),1924-11-13,2018-09-07,False,2018-09-09
Yoshio Anabuki,1933-05-06,2018-07-31,False,2009-07-10
José de Anchieta Júnior,1965-03-11,2018-12-06,False,2013-06-28
Fergus Anckorn,1918-12-10,2018-03-22,False,2016-05-30
Arnold Andenmatten,1922-08-22,2018-03-24,False,2009-02-14
Benny Andersen,1929-11-07,2018-08-16,False,2008-12-05
Elisabeth Andersen,1920-01-01,2018-10-03,False,2018-10-05
Dave Anderson (sportswriter),1929-05-06,2018-10-04,False,2004-09-06
E. Riley Anderson,1932-08-10,2018-07-04,False,2006-04-29
Eric Anderson (basketball),1970-05-26,2018-12-09,False,2006-02-01
Harry Anderson,1952-10-14,2018-04-16,False,2004-12-07
Harry W. Anderson,1922-10-05,2018-02-07,False,2018-11-30
Jerry Anderson (golfer),1955-09-22,2018-03-09,False,2006-05-29
John Anderson (New Zealand businessman),1945-08-02,2018-11-13,False,2005-12-26
Laurens Anderson,1920-05-19,2018-11-06,False,2019-01-26
Michael Anderson (director),1920-01-30,2018-04-25,False,2005-04-07
Paul 'Trouble' Anderson,1959-09-28,2018-12-02,False,2018-12-07
Paul L. Anderson,1946-04-21,2018-03-23,False,2009-01-01
Richard Lloyd Anderson,1926-05-09,2018-08-12,False,2008-09-18
Rolla Anderson,1920-08-01,2018-04-25,False,2010-12-02
Stan Anderson,1933-02-27,2018-06-10,False,2006-01-27
Stanley Anderson,1939-10-23,2018-06-24,False,2007-04-01
Curt Andersson,1937-06-13,2018-06-04,False,2016-01-31
Frank Andersson,1956-05-09,2018-09-09,False,2004-01-17
Märta Andersson,1925-02-14,2018-12-02,False,2015-03-30
Jim Anderton,1938-01-21,2018-01-07,False,2003-11-03
Soslan Andiyev,1952-04-21,2018-11-22,False,2008-08-26
Levine Andrade,1954-04-21,2018-11-20,False,2011-01-27
André Ferren,1946-04-21,2018-04-01,False,2020-02-18
Steve Andreas,1935-04-21,2018-09-07,False,2006-06-26
Cabiria Andreian Cazacu,1928-02-19,2018-05-22,False,2019-09-14
Imrich Andrejčák,1941-07-12,2018-09-05,False,2018-09-30
Paul Andreu,1938-07-10,2018-10-11,False,2004-05-26
Malcolm Andrews,1944-04-21,2018-10-10,False,2009-04-04
George Andrie,1940-04-20,2018-08-21,False,2006-01-07
John M. Andrist,1931-08-01,2018-01-17,False,2012-03-27
Vladimír Andrs,1937-05-12,2018-06-17,False,2008-12-21
Anthony Anenih,1933-08-04,2018-10-28,False,2009-11-27
Edgardo Angara,1934-09-24,2018-05-13,False,2005-08-05
Antonio Valentín Angelillo,1937-09-05,2018-01-05,False,2005-01-14
Roberto Angleró,1929-09-12,2018-04-28,False,2012-01-05
Helena Anhava,1925-10-24,2018-11-24,False,2020-03-22
Dom Anile,1937-12-19,2018-02-23,False,2018-10-15
Anna-Lisa,1933-03-30,2018-03-21,False,2012-08-10
Kofi Annan,1938-04-08,2018-08-18,False,2001-09-23
Antonio Annibale,1940-02-10,2018-05-20,False,2010-03-01
Oleg Anofriyev,1930-07-20,2018-03-28,False,2008-10-19
Barry Ansell,1947-09-29,2018-03-02,False,2015-03-02
Susan Anspach,1942-11-23,2018-04-02,False,2005-08-23
Theodore Antoniou,1935-02-10,2018-12-26,False,2008-02-14
Abolfazl Anvari,1938-02-09,2018-02-14,False,2017-06-27
Sara Anzanello,1980-07-30,2018-10-25,False,2007-02-25
Masanao Aoki,1931-05-14,2018-07-24,False,2016-03-30
Enzo Apicella,1922-06-26,2018-10-31,False,2014-01-18
Judith Appelbaum,1939-09-26,2018-07-25,False,2008-01-04
Aharon Appelfeld,1932-02-16,2018-01-04,False,2004-10-15
Herb Appenzeller,1925-09-28,2018-01-05,False,2018-11-02
Alessandra Appiano,1959-05-30,2018-06-03,False,2018-06-13
Marilyn Fain Apseloff,1934-03-18,2018-02-22,False,2018-03-09
Armand Arabian,1934-12-12,2018-03-28,False,2015-07-01
Boaz Arad,1956-03-16,2018-02-02,False,2015-05-11
Zvi Arad,1942-04-16,2018-02-04,False,2007-05-25
Meshary Al-Arada,1982-08-17,2018-01-07,False,2018-01-16
Pedro Aranda-Díaz Muñoz,1933-06-29,2018-11-11,False,2018-11-12
Fatos Arapi,1930-07-19,2018-10-11,False,2009-03-02
Yoshiaki Arata,1924-05-22,2018-06-05,False,2008-05-24
Khaira Arby,1959-09-21,2018-08-19,False,2018-08-24
Arcabas,1926-12-26,2018-08-23,False,2006-03-13
Michel Archambault,1950-09-27,2018-05-23,False,2009-01-13
Mick Archer,1943-04-21,2018-10-28,False,2014-07-15
Robin Archer,1930-04-21,2018-03-09,False,2015-09-19
"Nathaniel Archibald (basketball, born 1952)",1952-04-21,2018-01-18,False,2020-03-07
Neil Argo,1947-05-28,2018-08-02,False,2016-01-18
Jim Argue,1951-08-19,2018-05-03,False,2005-12-29
Rudy Árias,1931-06-06,2018-01-12,False,2007-08-28
Heiki Arike,1965-05-05,2018-10-09,False,2018-10-12
José Aristegui,1928-12-22,2018-01-29,False,2018-08-14
Alias Guacho,1989-11-09,2018-12-21,False,2018-12-22
Arkangel de la Muerte,1966-07-16,2018-06-13,False,2009-08-03
Armando (artist),1929-04-21,2018-07-01,False,2003-07-06
Jimmy Armfield,1935-09-21,2018-01-22,False,2005-05-02
Peter Armitage (actor),1939-10-23,2018-11-30,False,2007-02-12
Shirley Armstrong,1930-08-14,2018-12-21,False,2010-10-30
Arthur James Armstrong,1924-04-21,2018-07-17,False,2006-03-21
Bromley Armstrong,1926-02-09,2018-08-17,False,2006-10-29
John Armstrong (New Zealand politician),1935-03-29,2018-12-05,False,2007-10-29
António Arnault,1936-01-28,2018-05-21,False,2009-05-10
Gavin Arneil,1923-03-07,2018-01-21,False,2019-07-02
Henry H. Arnhold,1921-09-15,2018-08-23,False,2018-09-09
Bruce Arnott,1938-04-21,2018-07-19,False,2018-12-16
Alba Arnova,1930-03-15,2018-03-11,False,2011-06-02
Karin von Aroldingen,1941-04-21,2018-01-05,False,2008-03-18
Kalman Aron,1924-04-21,2018-02-24,False,2013-03-20
Jockin Arputham,1947-08-15,2018-10-13,False,2006-09-11
José Arranz,1930-02-17,2018-03-12,False,2018-03-21
Raymond Arritt,1957-04-21,2018-11-14,False,2018-11-21
Chuck Arrobio,1944-07-09,2018-03-18,False,2018-03-22
Eduardo Arroyo,1937-02-26,2018-10-14,False,2007-12-26
Vladimir Arshba,1959-05-01,2018-01-16,False,2019-01-26
Mohammed Aruwa,1948-04-21,2018-12-09,False,2010-06-21
Agni Vlavianos Arvanitis,1936-03-09,2018-04-07,False,2017-02-23
Álvaro Arzú,1946-03-14,2018-04-27,False,2003-09-07
Shoko Asahara,1955-03-02,2018-07-06,False,2002-10-03
K. B. Asante,1924-03-26,2018-01-21,False,2013-08-25
Yukiji Asaoka,1935-07-23,2018-04-27,False,2005-08-04
John Ashdown-Hill,1949-04-05,2018-05-18,False,2014-09-12
Paddy Ashdown,1941-02-27,2018-12-22,False,2002-12-25
Horace Ashenfelter,1923-01-23,2018-01-06,False,2004-07-03
Maxine Asher,1930-08-15,2015-03-19,False,2005-01-13
Keith Ashfield,1952-03-28,2018-04-22,False,2005-06-01
Jun Ashida,1930-08-21,2018-10-20,False,2008-04-08
Muhammad Ashiq,1935-03-17,2018-03-11,False,2014-08-03
Jeanne Ashworth,1938-07-01,2018-10-04,False,2009-01-03
Aleksandr Askoldov,1932-06-17,2018-05-21,False,2009-11-04
Johan Asplund,1937-05-19,2018-11-13,False,2003-02-13
Lys Assia,1924-03-03,2018-03-24,False,2002-11-20
Nino Assirelli,1925-07-23,2018-06-30,False,2017-05-12
Davide Astori,1987-01-07,2018-03-04,False,2009-01-28
Halina Aszkiełowicz-Wojno,1947-02-04,2018-06-22,False,2007-06-14
Yogesh Atal,1937-10-09,2018-04-13,False,2009-12-21
Ben Atchley,1930-06-30,2018-11-14,False,2014-05-11
Robert C. Atchley,1939-04-21,2018-11-13,False,2018-12-05
Patrick Atiyah,1931-03-05,2018-03-30,False,2006-04-02
Wendy Atkin,1947-04-05,2018-10-02,False,2018-10-06
Ted Atkins,1958-08-11,2018-08-20,False,2017-01-11
Frederick Atkinson,1919-12-07,2018-06-10,False,2008-09-30
Stéphane Audran,1932-11-08,2018-03-27,False,2004-11-16
Shmuel Auerbach,1931-09-21,2018-02-24,False,2006-06-13
Kevin Austin,1973-02-12,2018-11-23,False,2006-05-14
Larry Austin,1930-04-21,2018-12-30,False,2003-12-06
John Avery (police officer),1927-08-07,2018-05-19,False,2005-03-20
Avicii,1989-09-08,2018-04-20,False,2010-10-24
Joaquin Avila (lawyer),1948-06-23,2018-03-09,False,2018-03-10
Jack Avina,1929-01-30,2018-10-04,False,2018-10-31
Uri Avnery,1923-09-10,2018-08-20,False,2003-03-14
Smilja Avramov,1918-02-15,2018-10-02,False,2012-09-14
Yevgeny Avrorin,1932-04-21,2018-01-09,False,2018-11-07
Leif Axmyr,1938-06-11,2018-10-11,False,2012-08-27
Donna Axum,1942-01-03,2018-11-04,False,2006-12-31
Dan Ayala,1937-04-29,2018-09-17,False,2018-11-29
José Enrique Ayarra,1937-04-23,2018-03-18,False,2019-11-03
Ethel Ayler,1930-05-01,2018-11-18,False,2009-12-03
Andrés Aylwin,1925-06-20,2018-08-20,False,2018-08-21
Gerald Ayres,1936-02-03,2018-04-07,False,2012-03-28
Gillian Ayres,1930-02-03,2018-04-11,False,2003-04-09
Abdullah Ayub,1926-01-03,2018-12-13,False,2016-06-17
Dee Ayuba,1986-03-22,2018-01-02,False,2018-01-06
Kavi Kumar Azad,1972-05-12,2018-07-09,False,2018-07-09
Fábio Pereira de Azevedo,1977-01-01,2018-02-02,False,2009-02-17
Mohammed Aziz,1954-07-02,2018-11-27,False,2007-07-06
Shibly Aziz,1942-04-21,2018-10-08,False,2010-02-19
Charles Aznavour,1924-05-22,2018-10-01,False,2002-09-25
David Azulai,1954-05-05,2018-10-30,False,2008-10-16
Ba Zhongtan,1930-04-21,2018-11-15,False,2016-08-28
Roland Baar,1965-04-12,2018-06-23,False,2011-01-16
Muntazir Baba,1950-04-21,2018-01-05,False,2018-01-06
Doğan Babacan,1929-11-30,2018-05-18,False,2009-01-05
Kalasala Babu,1950-04-21,2018-05-14,False,2011-05-07
Ayub Bachchu,1962-08-16,2018-10-18,False,2005-03-22
Bazlur Rahman Badal,1921-04-21,2018-08-19,False,2017-02-26
Martin Baddeley,1936-11-10,2018-06-28,False,2012-04-08
Alex Badeh,1957-11-07,2018-12-18,False,2014-08-12
Alfred Bader,1924-04-28,2018-12-23,False,2005-10-16
Maj-Britt Bæhrendtz,1916-05-23,2018-07-15,False,2017-03-25
Myrna Báez,1931-08-18,2018-09-24,False,2015-03-04
Suwalal Bafna,1932-01-28,2018-08-01,False,2019-02-12
Joseph Bagobiri,1957-11-08,2018-02-27,False,2018-02-28
Walter Bahr,1927-04-01,2018-06-18,False,2005-11-07
Bob Bailey (baseball),1942-10-13,2018-01-09,False,2005-11-30
J. A. Bailey,1930-06-22,2018-07-12,False,2006-01-31
Roy Bailey (folk singer),1935-10-20,2018-11-20,False,2006-03-08
Roy Bailey (politician),1928-12-16,2018-12-13,False,2003-12-05
Bill Baillie,1934-05-28,2018-12-25,False,2008-10-12
Muriel Baillie,1935-07-04,2018-09-22,False,2014-10-25
Séry Bailly,1948-03-13,2018-12-02,False,2015-05-15
Bill Bain (consultant),1937-07-30,2018-01-16,False,2007-01-20
Bob Bain,1924-01-26,2018-06-21,False,2019-02-25
Ram Chander Bainda,1946-02-07,2018-06-12,False,2017-03-13
Anant Bajaj,1977-05-18,2018-08-10,False,2018-02-26
Alan Baker (mathematician),1939-08-19,2018-02-04,False,2001-12-09
Bruce Baker (geneticist),1945-12-20,2018-07-01,False,2018-07-26
Joe Baker (marine scientist),1932-01-19,2018-01-16,False,2018-04-29
Mark Baker (actor),1946-10-02,2018-08-13,False,2009-11-19
Richard Baker (broadcaster),1925-06-15,2018-11-17,False,2004-12-16
Robert James Baker,1942-04-08,2018-03-30,False,2019-09-20
Zorawar Chand Bakhshi,1921-10-21,2018-05-24,False,2007-08-08
Earl Bakken,1924-01-10,2018-10-21,False,2005-07-25
Balabhaskar,1978-07-10,2018-10-02,False,2007-05-10
Ilie Balaci,1956-09-13,2018-10-21,False,2006-06-04
C. N. Balakrishnan,1934-11-18,2018-12-10,False,2011-05-23
Balakumaran,1946-07-05,2018-05-15,False,2005-11-01
Vakhtang Balavadze,1927-11-20,2018-07-25,False,2012-06-13
Kebede Balcha,1951-04-21,2018-07-10,False,2005-10-06
Raffaele Baldassarre (politician),1956-04-21,2018-11-10,False,2013-06-27
Baldur Ragnarsson,1930-08-25,2018-12-25,False,2008-03-16
James T. Baldwin,1933-05-06,2018-03-02,False,2004-09-20
Philippe de Baleine,1921-09-27,2018-06-07,False,2016-10-23
Earl Balfour,1933-01-04,2018-04-27,False,2006-10-02
Mlungisi Bali,1990-06-01,2018-01-03,False,2014-06-30
Marty Balin,1942-01-30,2018-09-27,False,2004-11-16
Enrique Baliño,1928-06-20,2018-10-14,False,2007-06-11
Balkavi Bairagi,1931-02-10,2018-05-13,False,2018-05-16
Allan Ball,1943-02-26,2018-07-21,False,2008-03-21
Don Ball (philanthropist),1936-07-27,2018-03-23,False,2018-12-08
James Ball (economist),1933-07-15,2018-01-15,False,2013-03-25
Bibi Ballandi,1946-06-26,2018-02-15,False,2018-02-15
Jean-François Ballester,1965-09-01,2018-12-02,False,2018-04-19
Étienne Bally,1923-04-17,2018-01-10,False,2010-07-30
Urkiye Mine Balman,1927-01-29,2018-04-28,False,2007-12-24
Siddiq Baloch,1940-02-10,2018-02-05,False,2006-03-20
Vitaliy Balytskyi,1978-08-22,2018-07-23,False,2015-05-28
Rosemary Bamforth,1924-10-19,2018-04-17,False,2018-10-15
David Bamigboye,1940-12-07,2018-09-21,False,2010-01-02
Ali Banat,1982-02-16,2018-05-29,False,2019-01-09
Eddy Bandura,1940-06-22,2018-05-12,False,2018-06-04
George Bandy,1945-02-07,2018-01-16,False,2014-07-17
Pankaj Bandyopadhyay,1945-04-21,2018-10-26,False,2019-09-13
Bangkay,1946-09-16,2018-11-06,False,2017-01-10
Advent Bangun,1952-10-12,2018-02-10,False,2011-12-04
Alline Banks Sprouse,1921-06-26,2018-03-11,False,2010-06-18
Tommy Banks,1936-12-17,2018-01-25,False,2005-05-20
Rim Banna,1966-12-08,2018-03-24,False,2007-03-01
Jarrod Bannister,1984-10-03,2018-02-08,False,2008-03-01
Roger Bannister,1929-03-23,2018-03-03,False,2002-10-08
Jean Konan Banny,1929-07-14,2018-05-27,False,2008-07-31
Romana Acosta Bañuelos,1925-03-20,2018-01-15,False,2007-07-23
Ulhas Bapat,1950-08-31,2018-01-04,False,2014-08-25
Thomas Baptiste,1929-03-17,2018-12-06,False,2014-05-30
Issi Baran,1927-11-04,2018-04-25,False,2017-06-11
Gian Luca Barandun,1994-06-28,2018-11-04,False,2018-11-11
Emanuel Barbara,1949-10-27,2018-01-05,False,2014-03-07
Francesco Barbaro (gangster),1927-05-13,2018-11-01,False,2010-01-27
Ezio Barbieri,1922-11-01,2018-05-17,False,2018-05-20
Federico Barbosa Gutiérrez,1952-04-27,2018-08-26,False,2014-04-29
Alves Barbosa,1931-12-24,2018-09-29,False,2016-07-15
Joel Barcellos,1936-11-27,2018-11-10,False,2010-07-04
Miguel Barceló Pérez,1923-12-28,2018-03-12,False,2018-04-01
Grigory Barenblatt,1927-07-10,2018-06-22,False,2001-12-09
Jean-Paul Baréty,1928-03-10,2018-11-03,False,2016-07-16
